job_index,original_task_id,instance_id,expected_terminal_action,repairability,persona_level,num_blockers,required_modes,agent_modes,mode_match_exact,mode_matched_candidate_count,path_agent_ids,route_labels,lane_sequence,leaf_type,route_preference_score,path_base_cost_sum,oracle_action,final_action,terminal_cost,raw_terminal_penalty,raw_outcome_penalty,raw_policy_penalty,raw_reasoning_cost_component,raw_path_cost_component,raw_total_cost,exact_match,subset_clean,subset_mismatch,policy_clean,policy_violation_count,clear_success,auxiliary_success,strict_clean,selected_blocker_ids,deferred_blocker_ids,prompt_tokens_total,completion_tokens_total,total_tokens_total,llm_call_count,json_retry_count,stage_llm_calls,stage_json_retries,policy_action_violation,policy_communication_violation,stage5_executed_tool_names,stage123_model,stage45_model,stage_models_intended,stage45_contract_prompt_v1_1b,terminal_v4_enabled,reasoning_weight_calibration_v3_enabled,mode_mismatch_report_only_v2_enabled,profile_switch_bucket,blocker_family_tags,priority_score,decision,delete_reasons,keep_basis,calibration_source
10,[mms_issue]bad_wifi_calling|data_mode_off|unseat_sim_card[PERSONA:Easy],telecom_mms_task_mms_issuebad_wifi_calling__data_mode_off__unseat_sim_cardPERSONA_Easy,repair_all,repairable,Easy,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,3.38861,0.05310000000000001,3.44171,True,True,False,True,0,True,True,True,"[""unseat_sim_card"", ""data_mode_off"", ""bad_wifi_calling""]",[],36078.0,947.0,37025.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_wifi_calling_status"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,wifi_calling|sim|data_mode,-74.0,keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution_stage123_4omini_stage45_41mini
11,[mms_issue]bad_wifi_calling|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom_mms_task_mms_issuebad_wifi_calling__unseat_sim_card__user_abroad_roaming_enabled_offPERSONA_Easy,repair_all,repairable,Easy,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,5.0,5.0,3.0,2.0,3.386655,0.05310000000000001,8.439755,False,False,True,False,1,False,False,False,"[""unseat_sim_card"", ""bad_wifi_calling""]","[""user_abroad_roaming_enabled_off""]",36523.0,830.0,37353.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_sim_status"", ""check_wifi_calling_status"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,wifi_calling|sim|roaming_enabled_off,-74.0,delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution_stage123_4omini_stage45_41mini
12,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__bad_wifi_calling__break_apn_mms_settingPERSONA_Hard,repair_all,repairable,Hard,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,5.0,5.0,3.0,2.0,3.390735,0.05310000000000001,8.443835,False,False,True,False,1,False,False,False,"[""airplane_mode_on"", ""bad_wifi_calling""]","[""break_apn_mms_setting""]",36599.0,823.0,37422.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_wifi_calling_status"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|wifi_calling,-73.0,delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution_stage123_4omini_stage45_41mini
13,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission[PERSONA:Hard],telecom_mms_task_mms_issuebad_wifi_calling__break_apn_mms_setting__break_app_storage_permissionPERSONA_Hard,repair_all,repairable,Hard,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,3.39405,0.05310000000000001,3.44715,True,True,False,True,0,True,True,True,"[""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]",[],37026.0,726.0,37752.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|permission|wifi_calling,-73.0,not_selected_after_target_full,,passed_execution_calibration_but_not_selected_by_v3_diversity,new_llm_execution_stage123_4omini_stage45_41mini
14,[mms_issue]bad_wifi_calling|break_apn_mms_setting|data_mode_off[PERSONA:Hard],telecom_mms_task_mms_issuebad_wifi_calling__break_apn_mms_setting__data_mode_offPERSONA_Hard,repair_all,repairable,Hard,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,5.0,5.0,3.0,2.0,3.31058,0.05310000000000001,8.363679999999999,False,False,True,False,1,False,False,False,"[""data_mode_off"", ""bad_wifi_calling""]","[""break_apn_mms_setting""]",36572.0,594.0,37166.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""can_send_mms"", ""check_network_status"", ""check_wifi_calling_status""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|wifi_calling|data_mode,-73.0,delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution_stage123_4omini_stage45_41mini
15,[mms_issue]bad_wifi_calling|break_apn_mms_setting|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom_mms_task_mms_issuebad_wifi_calling__break_apn_mms_setting__user_abroad_roaming_enabled_offPERSONA_Hard,repair_all,repairable,Hard,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,3.452445,0.05310000000000001,3.505545,True,True,False,True,0,True,True,True,"[""user_abroad_roaming_enabled_off"", ""bad_wifi_calling"", ""break_apn_mms_setting""]",[],36905.0,928.0,37833.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""can_send_mms"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_network_status"", ""get_details_by_id"", ""get_details_by_id""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|wifi_calling|roaming_enabled_off,-73.0,keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution_stage123_4omini_stage45_41mini
16,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_settingPERSONA_Easy,repair_all,repairable,Easy,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,7.0,7.0,5.0,2.0,3.43893,0.05310000000000001,10.49203,False,False,True,False,1,False,False,False,"[""airplane_mode_on"", ""bad_network_preference""]","[""bad_wifi_calling"", ""break_apn_mms_setting""]",37614.0,711.0,38325.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_network_mode_preference"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|wifi_calling|network_preference,-73.0,delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution_stage123_4omini_stage45_41mini
17,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_wifi_calling__break_apn_mms_setting__break_app_both_permissionsPERSONA_Easy,repair_all,repairable,Easy,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,7.0,7.0,5.0,2.0,3.50693,0.05310000000000001,10.56003,False,False,True,False,1,False,False,False,"[""airplane_mode_on"", ""bad_wifi_calling""]","[""break_apn_mms_setting"", ""break_app_both_permissions""]",38430.0,707.0,39137.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_wifi_calling_status"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|permission|wifi_calling,-73.0,delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution_stage123_4omini_stage45_41mini
18,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__bad_wifi_calling__break_apn_mms_setting__break_app_storage_permissionPERSONA_None,repair_all,repairable,None,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,5.0,5.0,3.0,2.0,3.534555,0.05310000000000001,8.587655,False,False,True,False,1,False,False,False,"[""airplane_mode_on"", ""bad_wifi_calling"", ""break_app_storage_permission""]","[""break_apn_mms_setting""]",38275.0,827.0,39102.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|permission|wifi_calling,-73.0,delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution_stage123_4omini_stage45_41mini
19,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|data_mode_off[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__bad_wifi_calling__break_apn_mms_setting__data_mode_offPERSONA_None,repair_all,repairable,None,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,3.556485,0.05310000000000001,3.609585,True,True,False,True,0,True,True,True,"[""airplane_mode_on"", ""data_mode_off"", ""bad_wifi_calling"", ""break_apn_mms_setting""]",[],38181.0,915.0,39096.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""can_send_mms"", ""check_network_status"", ""check_apn_settings"", ""check_wifi_calling_status""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|wifi_calling|data_mode,-73.0,not_selected_after_target_full,,passed_execution_calibration_but_not_selected_by_v3_diversity,new_llm_execution_stage123_4omini_stage45_41mini
20,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission[PERSONA:None],telecom_mms_task_mms_issuebad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_sms_permissionPERSONA_None,repair_all,repairable,None,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,3.55861,0.05310000000000001,3.61171,True,True,False,True,0,True,True,True,"[""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]",[],38642.0,806.0,39448.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|permission|wifi_calling|network_preference,-73.0,keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution_stage123_4omini_stage45_41mini
21,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission[PERSONA:Easy],telecom_mms_task_mms_issuebad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_storage_permissionPERSONA_Easy,repair_all,repairable,Easy,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,3.56252,0.05310000000000001,3.6156200000000003,True,True,False,True,0,True,True,True,"[""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]",[],38664.0,812.0,39476.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|permission|wifi_calling|network_preference,-73.0,not_selected_after_target_full,,passed_execution_calibration_but_not_selected_by_v3_diversity,new_llm_execution_stage123_4omini_stage45_41mini
22,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|data_mode_off[PERSONA:None],telecom_mms_task_mms_issuebad_network_preference__bad_wifi_calling__break_apn_mms_setting__data_mode_offPERSONA_None,repair_all,repairable,None,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,5.0,5.0,3.0,2.0,3.481345,0.05310000000000001,8.534445,False,False,True,False,1,False,False,False,"[""data_mode_off"", ""bad_network_preference"", ""bad_wifi_calling""]","[""break_apn_mms_setting""]",37889.0,767.0,38656.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""can_send_mms"", ""check_network_status"", ""check_network_mode_preference"", ""check_wifi_calling_status""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|wifi_calling|network_preference|data_mode,-73.0,delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution_stage123_4omini_stage45_41mini
23,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off[PERSONA:None],telecom_mms_task_mms_issuebad_wifi_calling__break_apn_mms_setting__break_app_both_permissions__data_mode_offPERSONA_None,repair_all,repairable,None,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,7.0,7.0,5.0,2.0,3.5003,0.05310000000000001,10.5534,False,False,True,False,1,False,False,False,"[""data_mode_off"", ""bad_wifi_calling""]","[""break_apn_mms_setting"", ""break_app_both_permissions""]",38420.0,690.0,39110.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_wifi_calling_status"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|permission|wifi_calling|data_mode,-73.0,delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution_stage123_4omini_stage45_41mini
24,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off[PERSONA:Easy],telecom_mms_task_mms_issuebad_wifi_calling__break_apn_mms_setting__break_app_sms_permission__data_mode_offPERSONA_Easy,repair_all,repairable,Easy,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,3.566175,0.05310000000000001,3.619275,True,True,False,True,0,True,True,True,"[""data_mode_off"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]",[],38531.0,856.0,39387.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|permission|wifi_calling|data_mode,-73.0,not_selected_after_target_full,,passed_execution_calibration_but_not_selected_by_v3_diversity,new_llm_execution_stage123_4omini_stage45_41mini
25,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|unseat_sim_card[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_both_permissions__unseat_sim_cardPERSONA_Hard,repair_all,repairable,Hard,6,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,9.0,9.0,7.0,2.0,3.714245,0.05310000000000001,12.767345,False,False,True,False,1,False,False,False,"[""airplane_mode_on"", ""unseat_sim_card"", ""bad_network_preference""]","[""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_both_permissions""]",40973.0,681.0,41654.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_sim_status"", ""check_network_mode_preference"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|permission|wifi_calling|network_preference|sim,-72.0,delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution_stage123_4omini_stage45_41mini
26,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_sms_permission__data_mode_off__unseat_sim_cardPERSONA_None,repair_all,repairable,None,7,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,5.0,5.0,3.0,2.0,3.951225,0.05310000000000001,9.004325,False,False,True,False,1,False,False,False,"[""airplane_mode_on"", ""unseat_sim_card"", ""data_mode_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_app_sms_permission""]","[""break_apn_mms_setting""]",42665.0,955.0,43620.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_sim_status"", ""check_network_mode_preference"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|permission|wifi_calling|network_preference|sim|data_mode,-72.0,delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution_stage123_4omini_stage45_41mini
27,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_storage_permission__data_mode_off__unseat_sim_cardPERSONA_Easy,repair_all,repairable,Easy,7,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,4.071245,0.05310000000000001,4.124345,True,True,False,True,0,True,True,True,"[""airplane_mode_on"", ""unseat_sim_card"", ""data_mode_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]",[],42929.0,1242.0,44171.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|permission|wifi_calling|network_preference|sim|data_mode,-72.0,keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution_stage123_4omini_stage45_41mini
