job_index,original_task_id,instance_id,expected_terminal_action,repairability,persona_level,num_blockers,required_modes,agent_modes,mode_match_exact,mode_matched_candidate_count,path_agent_ids,route_labels,lane_sequence,leaf_type,route_preference_score,path_base_cost_sum,oracle_action,final_action,terminal_cost,raw_terminal_penalty,raw_outcome_penalty,raw_policy_penalty,raw_reasoning_cost_component,raw_path_cost_component,raw_total_cost,exact_match,subset_clean,subset_mismatch,policy_clean,policy_violation_count,clear_success,auxiliary_success,strict_clean,selected_blocker_ids,deferred_blocker_ids,prompt_tokens_total,completion_tokens_total,total_tokens_total,llm_call_count,json_retry_count,stage_llm_calls,stage_json_retries,policy_action_violation,policy_communication_violation,stage5_executed_tool_names,decision,delete_reasons,keep_basis,calibration_source
41,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],telecom_mms_task_mms_issuebad_wifi_calling__break_apn_mms_setting__break_app_storage_permission__data_mode_off__unseat_sim_card__user_abroad_roaming_enabled_offPERSONA_None,repair_all,repairable,None,6,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,0.0,0.0,0.0,0.0,4.89634,0.0752,4.97154,True,True,False,True,0,True,True,True,"[""unseat_sim_card"", ""data_mode_off"", ""user_abroad_roaming_enabled_off"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]",[],50896.0,1677.0,52573.0,13,0,"[2, 3, 2, 2, 4]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
42,[mms_issue]bad_wifi_calling|break_app_storage_permission|data_usage_exceeded[PERSONA:Easy],telecom_mms_task_mms_issuebad_wifi_calling__break_app_storage_permission__data_usage_exceededPERSONA_Easy,repair_subset,partially_repairable,Easy,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_subset,repair_all,5.5,5.5,3.5,2.0,2.92774,0.05310000000000001,8.48084,False,False,True,False,1,False,False,False,"[""data_mode_off"", ""bad_wifi_calling"", ""break_app_storage_permission""]",[],31324.0,780.0,32104.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution
43,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__bad_wifi_calling__break_apn_mms_setting__break_app_storage_permission__unseat_sim_cardPERSONA_Hard,repair_all,repairable,Hard,5,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,0.0,0.0,0.0,0.0,4.96859,0.0752,5.0437899999999996,True,True,False,True,0,True,True,True,"[""airplane_mode_on"", ""unseat_sim_card"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]",[],52338.0,1529.0,53867.0,14,0,"[2, 4, 2, 3, 3]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
44,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Hard],telecom_mms_task_mms_issuebad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_storage_permission__unseat_sim_cardPERSONA_Hard,repair_all,repairable,Hard,5,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,0.0,0.0,0.0,0.0,5.186445,0.0752,5.261645,True,True,False,True,0,True,True,True,"[""unseat_sim_card"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]",[],55157.0,1465.0,56622.0,14,0,"[2, 4, 2, 4, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_sim_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
46,[mms_issue]airplane_mode_on|bad_network_preference|break_app_both_permissions[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__break_app_both_permissionsPERSONA_Easy,repair_all,repairable,Easy,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,1.5,1.5,1.5,0.0,3.180615,0.05310000000000001,4.733715,False,False,True,True,0,False,True,False,"[""airplane_mode_on"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_app_both_permissions""]",[],33275.0,1036.0,34311.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
47,[mms_issue]bad_network_preference|break_app_both_permissions|data_mode_off[PERSONA:Easy],telecom_mms_task_mms_issuebad_network_preference__break_app_both_permissions__data_mode_offPERSONA_Easy,repair_all,repairable,Easy,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,1.5,1.5,1.5,0.0,3.190985,0.05310000000000001,4.744085,False,False,True,True,0,False,True,False,"[""data_mode_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_app_both_permissions""]",[],33277.0,1066.0,34343.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
45,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom_mms_task_mms_issuebad_wifi_calling__break_apn_mms_setting__break_app_storage_permission__data_mode_off__user_abroad_roaming_enabled_offPERSONA_Hard,repair_all,repairable,Hard,5,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,0.0,0.0,0.0,0.0,4.180725,0.0752,4.2559249999999995,True,True,False,True,0,True,True,True,"[""data_mode_off"", ""user_abroad_roaming_enabled_off"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]",[],43337.0,1462.0,44799.0,12,0,"[2, 3, 2, 2, 3]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
48,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_wifi_calling__break_apn_mms_setting__break_app_sms_permission__data_mode_off__unseat_sim_cardPERSONA_Easy,repair_all,repairable,Easy,6,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,transfer,14.5,14.5,14.5,0.0,4.199255,0.0752,18.774455,False,False,True,True,0,False,True,False,[],"[""airplane_mode_on"", ""unseat_sim_card"", ""data_mode_off"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]",43439.0,1491.0,44930.0,12,0,"[2, 3, 2, 2, 3]","[0, 0, 0, 0, 0]",False,False,"[""can_send_mms"", ""check_network_status"", ""check_apn_settings"", ""check_sim_status"", ""check_app_permissions"", ""check_network_mode_preference"", ""check_wifi_calling_status"", ""run_speed_test""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution
49,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__bad_wifi_calling__break_apn_mms_setting__break_app_sms_permission__data_mode_off__user_abroad_roaming_enabled_offPERSONA_None,repair_all,repairable,None,6,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,0.0,0.0,0.0,0.0,4.31069,0.0752,4.38589,True,True,False,True,0,True,True,True,"[""airplane_mode_on"", ""data_mode_off"", ""user_abroad_roaming_enabled_off"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]",[],45002.0,1428.0,46430.0,12,0,"[2, 3, 2, 2, 3]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
51,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card[PERSONA:Easy],telecom_mms_task_mms_issuebad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_sms_permission__data_mode_off__unseat_sim_cardPERSONA_Easy,repair_all,repairable,Easy,6,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,0.0,0.0,0.0,0.0,4.11366,0.0752,4.18886,True,True,False,True,0,True,True,True,"[""unseat_sim_card"", ""data_mode_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]",[],41896.0,1625.0,43521.0,12,0,"[2, 4, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
52,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom_mms_task_mms_issuebad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_sms_permission__data_mode_off__user_abroad_roaming_enabled_offPERSONA_Easy,repair_all,repairable,Easy,6,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,0.0,0.0,0.0,0.0,3.87379,0.0752,3.9489900000000002,True,True,False,True,0,True,True,True,"[""data_mode_off"", ""user_abroad_roaming_enabled_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]",[],39646.0,1482.0,41128.0,11,0,"[2, 3, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
50,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_wifi_calling__break_apn_mms_setting__break_app_sms_permission__unseat_sim_card__user_abroad_roaming_enabled_offPERSONA_Easy,repair_all,repairable,Easy,6,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,0.0,0.0,0.0,0.0,5.118785,0.0752,5.193985,True,True,False,True,0,True,True,True,"[""airplane_mode_on"", ""unseat_sim_card"", ""user_abroad_roaming_enabled_off"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]",[],53265.0,1739.0,55004.0,14,0,"[2, 4, 2, 2, 4]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
53,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom_mms_task_mms_issuebad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_sms_permission__unseat_sim_card__user_abroad_roaming_enabled_offPERSONA_Easy,repair_all,repairable,Easy,6,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,0.0,0.0,0.0,0.0,4.08221,0.0752,4.15741,True,True,False,True,0,True,True,True,"[""unseat_sim_card"", ""user_abroad_roaming_enabled_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]",[],42050.0,1494.0,43544.0,12,0,"[2, 4, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
54,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_storage_permission__data_mode_off__user_abroad_roaming_enabled_offPERSONA_Easy,repair_all,repairable,Easy,7,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,0.0,0.0,0.0,0.0,4.021945,0.0752,4.097144999999999,True,True,False,True,0,True,True,True,"[""airplane_mode_on"", ""data_mode_off"", ""user_abroad_roaming_enabled_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]",[],41061.0,1564.0,42625.0,11,0,"[2, 3, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
55,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_storage_permission__unseat_sim_card__user_abroad_roaming_enabled_offPERSONA_Easy,repair_all,repairable,Easy,7,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,transfer,18.5,18.5,16.5,2.0,4.57708,0.0752,23.152279999999998,False,False,True,False,1,False,False,False,[],"[""airplane_mode_on"", ""unseat_sim_card"", ""user_abroad_roaming_enabled_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]",47668.0,1545.0,49213.0,13,0,"[2, 4, 2, 2, 3]","[0, 0, 0, 0, 0]",True,False,"[""can_send_mms"", ""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""check_network_mode_preference"", ""run_speed_test""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution
57,[mms_issue]airplane_mode_on|break_app_both_permissions[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__break_app_both_permissionsPERSONA_Hard,repair_all,repairable,Hard,2,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,1.5,1.5,1.5,0.0,3.01699,0.05310000000000001,4.5700899999999995,False,False,True,True,0,False,True,False,"[""airplane_mode_on"", ""bad_wifi_calling"", ""break_app_both_permissions""]",[],31710.0,946.0,32656.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
58,[mms_issue]break_app_both_permissions|data_mode_off[PERSONA:Hard],telecom_mms_task_mms_issuebreak_app_both_permissions__data_mode_offPERSONA_Hard,repair_all,repairable,Hard,2,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,2.0,2.0,2.0,0.0,3.01852,0.05310000000000001,5.07162,False,False,True,True,0,False,True,False,"[""data_mode_off"", ""break_app_both_permissions""]","[""bad_wifi_calling""]",31540.0,993.0,32533.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_app_permissions"", ""can_send_mms""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
56,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom_mms_task_mms_issuebad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_storage_permission__data_mode_off__unseat_sim_card__user_abroad_roaming_enabled_offPERSONA_Easy,repair_all,repairable,Easy,7,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,0.0,0.0,0.0,0.0,4.692935,0.0752,4.768135,True,True,False,True,0,True,True,True,"[""unseat_sim_card"", ""data_mode_off"", ""user_abroad_roaming_enabled_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]",[],48879.0,1583.0,50462.0,12,0,"[2, 3, 2, 3, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
59,[mms_issue]bad_wifi_calling|break_app_sms_permission|data_usage_exceeded[PERSONA:None],telecom_mms_task_mms_issuebad_wifi_calling__break_app_sms_permission__data_usage_exceededPERSONA_None,repair_subset,partially_repairable,None,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_subset,repair_subset,6.5,6.5,4.5,2.0,2.95341,0.05310000000000001,9.506509999999999,False,False,True,False,1,False,False,False,"[""data_mode_off"", ""bad_wifi_calling""]","[""break_app_sms_permission""]",31270.0,869.0,32139.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution
