method,episode_index,repeat_index,dataset_index,schedule_phase,task_bucket,oracle_action,final_action,raw_terminal_penalty,legacy_raw_terminal_penalty,raw_reasoning_cost_component,raw_mode_mismatch_cost_component,raw_total_cost,clear_success_proxy,auxiliary_success_proxy,strict_clean_success,required_modes,actual_modes,majority_pair,mismatch_bucket,selected_shared_path,selected_unshared_path,original_task_id
risky_ps,15,1,18,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,6.380625,2.5,6.4544250000000005,True,True,True,fast/fast/fast/fast/fast,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_storage_permission[PERSONA:Hard]
risky_ps,16,1,19,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.670495,2.0,4.749295,True,True,True,fast/fast/fast/fast/fast,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling|break_app_sms_permission|data_mode_off[PERSONA:None]
risky_ps,17,1,20,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.86038,2.0,4.92778,True,True,True,fast/fast/fast/fast/fast,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission[PERSONA:Easy]
risky_ps,18,1,21,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,2.80525,0.5,2.86295,True,True,True,fast/fast/fast/fast/fast,fast/fast/deep/fast/fast,mostly_fast_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling|break_app_storage_permission|data_mode_off[PERSONA:Easy]
risky_ps,19,1,22,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.049065,1.5,4.110765,True,True,True,fast/fast/fast/fast/fast,deep/fast/deep/deep/fast,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling[PERSONA:Easy]
risky_ps,20,2,1,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.724525,2.0,4.800825,True,True,True,fast/fast/fast/fast/fast,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
risky_ps,21,2,3,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,3.53707,1.0,3.59797,True,True,True,fast/fast/fast/fast/fast,fast/fast/deep/deep/fast,mostly_fast_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission[PERSONA:None]
risky_ps,22,2,6,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.333855,2.0,4.407455,True,True,True,fast/fast/fast/fast/fast,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling[PERSONA:Easy]
risky_ps,23,2,15,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,5.7245,2.5,5.7982,True,True,True,fast/fast/fast/fast/fast,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
risky_ps,24,2,17,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,5.19179,2.0,5.26399,True,True,True,fast/fast/fast/fast/fast,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling|break_app_sms_permission[PERSONA:None]
risky_ps,25,2,2,target_post_switch,target_favoring,repair_all,repair_subset,12.0,7.0,5.067005,3.5,17.136605,False,False,False,fast/deep/deep/deep/deep,deep/fast/deep/fast/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps,26,2,9,target_post_switch,target_favoring,repair_subset,repair_subset,12.0,3.0,4.7723,2.0,16.8424,False,False,False,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps,27,2,10,target_post_switch,target_favoring,repair_subset,repair_subset,6.0,2.0,4.12902,0.0,10.202020000000001,True,False,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps,28,2,13,target_post_switch,target_favoring,repair_subset,repair_subset,15.0,11.0,4.533775,1.5,19.608275,False,False,False,fast/deep/deep/deep/deep,fast/deep/deep/fast/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps,29,2,16,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,4.623025,1.5,4.704025000000001,True,True,True,fast/deep/deep/deep/deep,fast/deep/fast/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,False,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps,30,3,32,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.53584,0.0,3.61414,True,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps,31,3,33,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.49004,1.5,3.56364,True,True,True,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
risky_ps,32,3,34,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.79802,2.0,3.8637200000000003,True,True,True,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
risky_ps,33,3,35,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,4.67298,0.5,4.74798,True,True,True,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps,34,3,36,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.66992,1.5,3.74192,True,True,True,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
risky_ps,35,3,2,target_post_switch,target_favoring,repair_all,repair_subset,10.0,5.0,4.9641,0.5,15.0397,False,True,False,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps,36,3,9,target_post_switch,target_favoring,repair_subset,transfer,22.5,18.5,4.738805,1.5,27.308505,False,False,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/fast,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps,37,3,10,target_post_switch,target_favoring,repair_subset,transfer,23.5,19.5,5.09633,3.5,28.660429999999998,False,False,False,fast/deep/deep/deep/deep,deep/fast/fast/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps,38,3,13,target_post_switch,target_favoring,repair_subset,repair_subset,19.0,15.0,4.70667,3.0,23.780269999999998,False,False,False,fast/deep/deep/deep/deep,fast/fast/deep/deep/fast,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps,39,3,16,target_post_switch,target_favoring,repair_all,repair_subset,15.0,11.0,4.42155,0.0,19.49655,False,True,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps,40,4,32,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,4.06075,3.0,4.12545,True,True,True,fast/deep/deep/deep/deep,fast/fast/deep/fast/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps,41,4,33,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.60303,1.5,3.66803,True,True,True,fast/deep/deep/deep/deep,fast/deep/fast/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
risky_ps,42,4,34,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.11059,0.0,3.18489,True,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
risky_ps,43,4,35,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.57804,1.5,3.64654,True,True,True,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps,44,4,36,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.54952,1.5,3.6239199999999996,True,True,True,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
risky_ps,45,4,2,target_post_switch,target_favoring,repair_all,repair_subset,14.0,7.0,5.85044,6.0,19.90844,False,False,False,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps,46,4,9,target_post_switch,target_favoring,repair_subset,repair_subset,12.0,3.0,6.107,3.5,18.1724,False,False,False,fast/deep/deep/deep/deep,deep/fast/deep/deep/fast,mostly_deep_vs_mostly_deep_required,both_mismatch_types,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps,47,4,10,target_post_switch,target_favoring,repair_subset,transfer,22.5,18.5,4.83389,0.5,27.40839,False,False,False,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps,48,4,13,target_post_switch,target_favoring,repair_subset,repair_subset,15.0,11.0,5.708095,4.5,20.770094999999998,False,False,False,fast/deep/deep/deep/deep,fast/fast/deep/fast/fast,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps,49,4,16,target_post_switch,target_favoring,repair_all,repair_subset,14.0,5.0,5.67144,3.0,19.73834,False,False,False,fast/deep/deep/deep/deep,fast/deep/fast/fast/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps,50,5,32,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,4.403775,4.5,4.463875000000001,True,True,True,fast/deep/deep/deep/deep,fast/fast/fast/deep/fast,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps,51,5,33,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.07923,0.0,3.15353,True,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
risky_ps,52,5,34,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.46794,0.0,3.53864,True,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
risky_ps,53,5,35,target_post_switch,target_favoring,repair_all,repair_subset,14.0,5.0,4.45359,3.0,18.51849,False,True,False,fast/deep/deep/deep/deep,fast/fast/fast/deep/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps,54,5,36,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.62026,0.0,3.69566,True,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
risky_ps,55,5,2,target_post_switch,target_favoring,repair_all,repair_subset,10.0,5.0,3.77471,1.5,13.84921,False,True,False,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps,56,5,9,target_post_switch,target_favoring,repair_subset,repair_subset,6.0,2.0,5.03028,1.5,11.09548,True,False,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/fast,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps,57,5,10,target_post_switch,target_favoring,repair_subset,transfer,22.5,18.5,4.09521,0.0,26.669510000000002,False,False,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps,58,5,13,target_post_switch,target_favoring,repair_subset,repair_subset,6.0,2.0,4.302465,1.5,10.377265,True,False,False,fast/deep/deep/deep/deep,fast/deep/fast/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps,59,5,16,target_post_switch,target_favoring,repair_all,repair_subset,21.0,17.0,4.02223,4.5,25.07823,False,False,False,fast/deep/deep/deep/deep,fast/fast/fast/fast/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps,60,6,32,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,4.28452,3.5,4.3570199999999994,True,True,True,fast/deep/deep/deep/deep,deep/fast/fast/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,False,True,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps,61,6,33,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.50805,0.0,3.57565,True,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
risky_ps,62,6,34,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,4.672695,3.5,4.736295,True,True,True,fast/deep/deep/deep/deep,deep/fast/fast/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
risky_ps,63,6,35,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,5.55978,4.5,5.61638,True,True,True,fast/deep/deep/deep/deep,fast/deep/fast/fast/fast,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps,64,6,36,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.423,0.0,3.4907,True,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
risky_ps,65,6,2,target_post_switch,target_favoring,repair_all,repair_subset,10.0,5.0,3.63832,0.0,13.71302,False,True,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps,66,6,9,target_post_switch,target_favoring,repair_subset,repair_subset,14.0,5.0,6.72066,5.0,20.78316,False,False,False,fast/deep/deep/deep/deep,deep/fast/deep/fast/fast,mostly_fast_vs_mostly_deep_required,both_mismatch_types,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps,67,6,10,target_post_switch,target_favoring,repair_subset,transfer,22.5,18.5,4.622265,1.5,27.188164999999998,False,False,False,fast/deep/deep/deep/deep,fast/deep/fast/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps,68,6,13,target_post_switch,target_favoring,repair_subset,transfer,25.5,21.5,3.75102,0.0,29.32982,False,False,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
