episode_index,repeat_index,dataset_index,schedule_phase,oracle_action,expected_terminal_action,repairability,original_task_id,oracle_selected_blockers,oracle_deferred_blockers,oracle_actions,stage5_success_condition,stage5_required_postchecks,old_final,old_terminal,old_total,old_reasoning,old_modecost_report,old_pair,old_pattern,old_actual_modes,old_required_modes,old_clear,old_aux,old_strict,old_shared,old_path_prob,old_stage_probs,old_route,old_path,old_suffix,old_replay_tools,old_executed_tools,old_missing_blockers,old_missing_tools,old_terminal_reasons,old_transition,old_cause,pf_final,pf_terminal,pf_total,pf_reasoning,pf_modecost_report,pf_pair,pf_pattern,pf_actual_modes,pf_required_modes,pf_clear,pf_aux,pf_strict,pf_shared,pf_path_prob,pf_stage_probs,pf_route,pf_path,pf_suffix,pf_replay_tools,pf_executed_tools,pf_missing_blockers,pf_missing_tools,pf_terminal_reasons,pf_transition,pf_cause,delta_terminal_pf_minus_old,delta_total_pf_minus_old,terminal_improved,terminal_worse,pair_change
28,2,13,target_post_switch,repair_subset,repair_subset,partially_repairable,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],airplane_mode_on|unseat_sim_card|data_mode_off|user_abroad_roaming_enabled_off|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions,data_usage_exceeded,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,partial_resolution_only,,repair_subset,15.0,19.608275,4.533775,1.5,mostly_deep_vs_mostly_deep_required,fddfd on fdddd,fddfd,fdddd,False,False,False,True,0.003805742525346203,"{""stage1"": 0.2620907877465895, ""stage2"": 0.6969937508572155, ""stage3"": 0.3333333333333333, ""stage4"": 0.25, ""stage5"": 0.25}",barrier_stage1_gate > general_stage2_roaming > barrier_stage3_gate > trap_stage4_execute > target_stage5_verify,stage1_n5__from__root__c05 > stage2_n4__from__n0005__c02 > stage3_n5__from__n0021__c03 > stage4_n4__from__n0070__c03 > stage5_n1__from__n0204__c01,stage4_n4__from__n0070__c03 > stage5_n1__from__n0204__c01,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming,check_network_status|check_sim_status|can_send_mms|get_details_by_id|get_details_by_id,bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions,grant_app_permission|reboot_device|reset_apn_settings|set_network_mode_preference|toggle_wifi_calling,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12,matched_terminal_action,subset_mismatch_with_missing_oracle_repair_tools,repair_subset,13.0,18.042915,4.968415,1.5,mostly_deep_vs_mostly_deep_required,fddfd on fdddd,fddfd,fdddd,False,False,False,True,0.004384339525869186,"{""stage1"": 0.2942175856246209, ""stage2"": 0.7152811644312197, ""stage3"": 0.3333333333333333, ""stage4"": 0.25, ""stage5"": 0.25}",barrier_stage1_gate > general_stage2_roaming > barrier_stage3_gate > trap_stage4_execute > target_stage5_verify,stage1_n5__from__root__c05 > stage2_n4__from__n0005__c02 > stage3_n5__from__n0021__c03 > stage4_n4__from__n0070__c03 > stage5_n1__from__n0204__c01,stage4_n4__from__n0070__c03 > stage5_n1__from__n0204__c01,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference,check_network_status|check_sim_status|check_network_mode_preference|can_send_mms|check_apn_settings|check_wifi_calling_status|check_app_permissions|get_details_by_id|get_details_by_id,bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions,grant_app_permission|reboot_device|reset_apn_settings|toggle_wifi_calling,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12,matched_terminal_action,subset_mismatch_with_missing_oracle_repair_tools,-2.0,-1.5653599999999983,True,False,fddfd on fdddd -> fddfd on fdddd
29,2,16,target_post_switch,repair_all,repair_all,repairable,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],airplane_mode_on|unseat_sim_card|data_mode_off|user_abroad_roaming_enabled_off|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission,,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,can_send_mms_true,can_send_mms,repair_all,0.0,4.704025000000001,4.623025,1.5,mostly_deep_vs_mostly_deep_required,fdfdd on fdddd,fdfdd,fdddd,True,True,True,False,0.003183837005689494,"{""stage1"": 0.16253993337357023, ""stage2"": 0.3313940102866733, ""stage3"": 0.7092957216985811, ""stage4"": 0.25, ""stage5"": 0.3333333333333333}",barrier_stage1_gate > barrier_stage2_gate > trap_stage3_network > barrier_stage4_gate > barrier_stage5_transfer,stage1_n5__from__root__c05 > stage2_n5__from__n0005__c03 > stage3_n4__from__n0022__c02 > stage4_n5__from__n0072__c04 > stage5_n5__from__n0211__c03,stage4_n5__from__n0072__c04 > stage5_n5__from__n0211__c03,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_status|check_sim_status|check_network_mode_preference|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|check_network_status|check_sim_status|check_network_mode_preference|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|get_details_by_id|get_details_by_id,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,repair_all,0.0,4.49814,4.41714,1.5,mostly_deep_vs_mostly_deep_required,fdfdd on fdddd,fdfdd,fdddd,True,True,True,False,0.003759453344846207,"{""stage1"": 0.20256436772064237, ""stage2"": 0.3127746830697329, ""stage3"": 0.7120513270252542, ""stage4"": 0.25, ""stage5"": 0.3333333333333333}",barrier_stage1_gate > barrier_stage2_gate > trap_stage3_network > barrier_stage4_gate > barrier_stage5_transfer,stage1_n5__from__root__c05 > stage2_n5__from__n0005__c03 > stage3_n4__from__n0022__c02 > stage4_n5__from__n0072__c04 > stage5_n5__from__n0211__c03,stage4_n5__from__n0072__c04 > stage5_n5__from__n0211__c03,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_status|check_sim_status|check_network_mode_preference|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|get_details_by_id|get_details_by_id,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,-0.20588500000000032,False,False,fdfdd on fdddd -> fdfdd on fdddd
30,3,32,target_post_switch,repair_all,repair_all,repairable,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],unseat_sim_card|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,can_send_mms_true,can_send_mms,repair_all,0.0,3.61414,3.53584,0.0,mostly_deep_vs_mostly_deep_required,fdddd on fdddd,fdddd,fdddd,True,True,True,True,0.03966051100584489,"{""stage1"": 0.2826940282924638, ""stage2"": 0.5306713100155424, ""stage3"": 0.4712552623754729, ""stage4"": 1.0, ""stage5"": 0.5609961095811059}",general_stage1_intake > target_stage2_router > target_stage3_apn > target_stage4_repair > target_stage5_verify,stage1_n1__from__root__c01 > stage2_n1__from__n0001__c01 > stage3_n1__from__n0006__c01 > stage4_n1__from__n0023__c01 > stage5_n1__from__n0074__c01,stage4_n1__from__n0023__c01 > stage5_n1__from__n0074__c01,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_sim_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,repair_all,0.0,3.14045,3.06215,0.0,mostly_deep_vs_mostly_deep_required,fdddd on fdddd,fdddd,fdddd,True,True,True,True,0.04773281309693162,"{""stage1"": 0.341926404935518, ""stage2"": 0.5283267795342405, ""stage3"": 0.4715404373451893, ""stage4"": 1.0, ""stage5"": 0.5603544476801191}",general_stage1_intake > target_stage2_router > target_stage3_apn > target_stage4_repair > target_stage5_verify,stage1_n1__from__root__c01 > stage2_n1__from__n0001__c01 > stage3_n1__from__n0006__c01 > stage4_n1__from__n0023__c01 > stage5_n1__from__n0074__c01,stage4_n1__from__n0023__c01 > stage5_n1__from__n0074__c01,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_sim_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,-0.47368999999999994,False,False,fdddd on fdddd -> fdddd on fdddd
31,3,33,target_post_switch,repair_all,repair_all,repairable,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None],unseat_sim_card|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,can_send_mms_true,can_send_mms,repair_all,0.0,3.56364,3.49004,1.5,mostly_deep_vs_mostly_deep_required,ffddd on fdddd,ffddd,fdddd,True,True,True,True,0.005074308215062677,"{""stage1"": 0.2622308388370596, ""stage2"": 0.41124465616507955, ""stage3"": 0.5646431412003159, ""stage4"": 0.25, ""stage5"": 0.3333333333333333}",general_stage1_intake > trap_stage2_router > barrier_stage3_gate > barrier_stage4_gate > target_stage5_decision,stage1_n1__from__root__c01 > stage2_n3__from__n0001__c03 > stage3_n5__from__n0008__c03 > stage4_n5__from__n0031__c04 > stage5_n2__from__n0096__c01,stage4_n5__from__n0031__c04 > stage5_n2__from__n0096__c01,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_sim_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,repair_all,0.0,3.0975099999999998,3.02391,1.5,mostly_deep_vs_mostly_deep_required,ffddd on fdddd,ffddd,fdddd,True,True,True,True,0.006123382597938946,"{""stage1"": 0.32543394598160597, ""stage2"": 0.4031210331795149, ""stage3"": 0.5601112956523587, ""stage4"": 0.25, ""stage5"": 0.3333333333333333}",general_stage1_intake > trap_stage2_router > barrier_stage3_gate > barrier_stage4_gate > target_stage5_decision,stage1_n1__from__root__c01 > stage2_n3__from__n0001__c03 > stage3_n5__from__n0008__c03 > stage4_n5__from__n0031__c04 > stage5_n2__from__n0096__c01,stage4_n5__from__n0031__c04 > stage5_n2__from__n0096__c01,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_sim_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,-0.46613000000000016,False,False,ffddd on fdddd -> ffddd on fdddd
32,3,34,target_post_switch,repair_all,repair_all,repairable,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy],user_abroad_roaming_enabled_off|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission,,toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,can_send_mms_true,can_send_mms,repair_all,0.0,3.8637200000000003,3.79802,2.0,mostly_deep_vs_mostly_deep_required,dfddd on fdddd,dfddd,fdddd,True,True,True,True,0.003250191766142779,"{""stage1"": 0.17271692335020905, ""stage2"": 0.48851753079745713, ""stage3"": 0.20564898937597678, ""stage4"": 0.6253744829741091, ""stage5"": 0.29952094882755276}",target_stage1_handoff > trap_stage2_router > general_stage3_network > general_stage4_verify > target_stage5_verify,stage1_n3__from__root__c03 > stage2_n3__from__n0003__c03 > stage3_n3__from__n0014__c01 > stage4_n3__from__n0047__c02 > stage5_n1__from__n0134__c01,stage4_n3__from__n0047__c02 > stage5_n1__from__n0134__c01,toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|get_details_by_id|get_details_by_id,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,repair_all,0.0,3.8572800000000003,3.79158,2.0,mostly_deep_vs_mostly_deep_required,dfddd on fdddd,dfddd,fdddd,True,True,True,True,0.0033264664889368295,"{""stage1"": 0.14762378243933866, ""stage2"": 0.5804817481086652, ""stage3"": 0.20744040883705983, ""stage4"": 0.6257387264872878, ""stage5"": 0.2990555464048904}",target_stage1_handoff > trap_stage2_router > general_stage3_network > general_stage4_verify > target_stage5_verify,stage1_n3__from__root__c03 > stage2_n3__from__n0003__c03 > stage3_n3__from__n0014__c01 > stage4_n3__from__n0047__c02 > stage5_n1__from__n0134__c01,stage4_n3__from__n0047__c02 > stage5_n1__from__n0134__c01,toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|get_details_by_id|get_details_by_id,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,-0.006440000000000001,False,False,dfddd on fdddd -> dfddd on fdddd
33,3,35,target_post_switch,repair_all,repair_all,repairable,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None],airplane_mode_on|user_abroad_roaming_enabled_off|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission,,toggle_airplane_mode|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,can_send_mms_true,can_send_mms,repair_all,0.0,4.74798,4.67298,0.5,mostly_deep_vs_mostly_deep_required,ddddd on fdddd,ddddd,fdddd,True,True,True,True,0.012183089663898314,"{""stage1"": 0.14840202111766626, ""stage2"": 0.26218521420435215, ""stage3"": 0.48361956206889695, ""stage4"": 1.0, ""stage5"": 0.6474490069404146}",target_stage1_handoff > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_decision,stage1_n3__from__root__c03 > stage2_n1__from__n0003__c01 > stage3_n2__from__n0012__c02 > stage4_n1__from__n0042__c01 > stage5_n2__from__n0121__c02,stage4_n1__from__n0042__c01 > stage5_n2__from__n0121__c02,toggle_airplane_mode|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|check_network_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|get_details_by_id|get_details_by_id,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,repair_all,0.0,4.76254,4.68754,0.5,mostly_deep_vs_mostly_deep_required,ddddd on fdddd,ddddd,fdddd,True,True,True,True,0.012850763142668063,"{""stage1"": 0.12298948415078019, ""stage2"": 0.3357220092740202, ""stage3"": 0.48673520327376835, ""stage4"": 1.0, ""stage5"": 0.639423167476716}",target_stage1_handoff > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_decision,stage1_n3__from__root__c03 > stage2_n1__from__n0003__c01 > stage3_n2__from__n0012__c02 > stage4_n1__from__n0042__c01 > stage5_n2__from__n0121__c02,stage4_n1__from__n0042__c01 > stage5_n2__from__n0121__c02,toggle_airplane_mode|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|check_network_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|get_details_by_id|get_details_by_id,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,0.01456000000000035,False,False,ddddd on fdddd -> ddddd on fdddd
34,3,36,target_post_switch,repair_all,repair_all,repairable,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None],unseat_sim_card|data_mode_off|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission,,reseat_sim_card|toggle_data|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,can_send_mms_true,can_send_mms,repair_all,0.0,3.74192,3.66992,1.5,mostly_deep_vs_mostly_deep_required,ffddd on fdddd,ffddd,fdddd,True,True,True,True,0.006361511750802205,"{""stage1"": 0.2573515310447831, ""stage2"": 0.34847543738071873, ""stage3"": 0.4470235258287566, ""stage4"": 0.31736645556829635, ""stage5"": 0.5}",general_stage1_intake > trap_stage2_router > barrier_stage3_gate > general_stage4_repair > target_stage5_decision,stage1_n1__from__root__c01 > stage2_n3__from__n0001__c03 > stage3_n5__from__n0008__c03 > stage4_n2__from__n0031__c01 > stage5_n2__from__n0093__c02,stage4_n2__from__n0031__c01 > stage5_n2__from__n0093__c02,reseat_sim_card|toggle_data|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_status|check_sim_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,repair_all,0.0,3.2592,3.1872,1.5,mostly_deep_vs_mostly_deep_required,ffddd on fdddd,ffddd,fdddd,True,True,True,True,0.008589683081905015,"{""stage1"": 0.32856588403298714, ""stage2"": 0.35819742902302937, ""stage3"": 0.47529811171789105, ""stage4"": 0.30711152586217766, ""stage5"": 0.5}",general_stage1_intake > trap_stage2_router > barrier_stage3_gate > general_stage4_repair > target_stage5_decision,stage1_n1__from__root__c01 > stage2_n3__from__n0001__c03 > stage3_n5__from__n0008__c03 > stage4_n2__from__n0031__c01 > stage5_n2__from__n0093__c02,stage4_n2__from__n0031__c01 > stage5_n2__from__n0093__c02,reseat_sim_card|toggle_data|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_status|check_sim_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,-0.48272000000000004,False,False,ffddd on fdddd -> ffddd on fdddd
35,3,2,target_post_switch,repair_all,repair_all,repairable,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],airplane_mode_on|unseat_sim_card|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission,,toggle_airplane_mode|reseat_sim_card|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,can_send_mms_true,can_send_mms,repair_subset,10.0,15.0397,4.9641,0.5,mostly_deep_vs_mostly_deep_required,ddddd on fdddd,ddddd,fdddd,False,True,False,True,0.027907244939412018,"{""stage1"": 0.1751135794723225, ""stage2"": 0.6062150858980382, ""stage3"": 0.47422444002614883, ""stage4"": 1.0, ""stage5"": 0.5543530822081416}",general_stage1_verify > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_decision,stage1_n2__from__root__c02 > stage2_n1__from__n0002__c01 > stage3_n2__from__n0009__c02 > stage4_n1__from__n0033__c01 > stage5_n2__from__n0098__c02,stage4_n1__from__n0033__c01 > stage5_n2__from__n0098__c02,set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_mode_preference|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|check_network_status|check_sim_status,airplane_mode_on|unseat_sim_card,reseat_sim_card|toggle_airplane_mode,subset_mismatch_base_plus_linear|local_clear_failure_floor_10,repair_all_to_repair_subset,subset_mismatch_with_missing_oracle_repair_tools,transfer,18.5,22.6833,4.1083,0.0,mostly_deep_vs_mostly_deep_required,fdddd on fdddd,fdddd,fdddd,False,True,False,True,0.048052188482572915,"{""stage1"": 0.3111381982532966, ""stage2"": 0.5714003767647524, ""stage3"": 0.5405667297888486, ""stage4"": 1.0, ""stage5"": 0.5}",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_decision,stage1_n1__from__root__c01 > stage2_n1__from__n0001__c01 > stage3_n2__from__n0006__c02 > stage4_n1__from__n0024__c01 > stage5_n2__from__n0075__c02,stage4_n1__from__n0024__c01 > stage5_n2__from__n0075__c02,set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_mode_preference|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|check_network_status|check_sim_status,airplane_mode_on|unseat_sim_card,reseat_sim_card|toggle_airplane_mode,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|invalid_local_transfer_floor_18,local_to_transfer,over_transfer_on_local_oracle,8.5,7.643599999999999,False,True,ddddd on fdddd -> fdddd on fdddd
36,3,9,target_post_switch,repair_subset,repair_subset,partially_repairable,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],airplane_mode_on|unseat_sim_card|data_mode_off|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions,user_abroad_roaming_disabled_on|data_usage_exceeded,toggle_airplane_mode|reseat_sim_card|toggle_data|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,partial_resolution_only,,transfer,22.5,27.308505,4.738805,1.5,mostly_deep_vs_mostly_deep_required,fdddf on fdddd,fdddf,fdddd,False,False,False,True,0.008031035584946259,"{""stage1"": 0.16924719905795213, ""stage2"": 0.5905409715871076, ""stage3"": 0.4821157020660651, ""stage4"": 0.6666666666666666, ""stage5"": 0.25}",barrier_stage1_gate > general_stage2_roaming > general_stage3_network > general_stage4_verify > trap_stage5_terminal,stage1_n5__from__root__c05 > stage2_n4__from__n0005__c02 > stage3_n3__from__n0021__c01 > stage4_n3__from__n0068__c02 > stage5_n4__from__n0197__c04,stage4_n3__from__n0068__c02 > stage5_n4__from__n0197__c04,,can_send_mms|check_network_status|check_apn_settings|check_sim_status,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,local_to_transfer,over_transfer_on_local_oracle,repair_subset,6.0,11.08992,5.02022,1.5,mostly_deep_vs_mostly_deep_required,fdddf on fdddd,fdddf,fdddd,True,False,False,True,0.011789223545723412,"{""stage1"": 0.23308506958991382, ""stage2"": 0.6449529346178757, ""stage3"": 0.47053721167483586, ""stage4"": 0.6666666666666666, ""stage5"": 0.25}",barrier_stage1_gate > general_stage2_roaming > general_stage3_network > general_stage4_verify > trap_stage5_terminal,stage1_n5__from__root__c05 > stage2_n4__from__n0005__c02 > stage3_n3__from__n0021__c01 > stage4_n3__from__n0068__c02 > stage5_n4__from__n0197__c04,stage4_n3__from__n0068__c02 > stage5_n4__from__n0197__c04,toggle_airplane_mode|reseat_sim_card|toggle_data|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,check_network_status|check_sim_status|check_network_mode_preference|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms,,,clear_but_aux_failure_floor_6,matched_terminal_action,policy_action_violation,-16.5,-16.218585,True,False,fdddf on fdddd -> fdddf on fdddd
37,3,10,target_post_switch,repair_subset,repair_subset,partially_repairable,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],airplane_mode_on|unseat_sim_card|data_mode_off|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission,user_abroad_roaming_disabled_on|data_usage_exceeded,toggle_airplane_mode|reseat_sim_card|toggle_data|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,partial_resolution_only,,transfer,23.5,28.660429999999998,5.09633,3.5,mostly_deep_vs_mostly_deep_required,dffdd on fdddd,dffdd,fdddd,False,False,False,True,0.0027033657822631025,"{""stage1"": 0.10939232305623987, ""stage2"": 0.6659816956483269, ""stage3"": 0.22432014156413943, ""stage4"": 0.3308395334926142, ""stage5"": 0.5}",general_stage1_verify > trap_stage2_router > trap_stage3_network > general_stage4_repair > target_stage5_verify,stage1_n2__from__root__c02 > stage2_n3__from__n0002__c03 > stage3_n4__from__n0011__c02 > stage4_n2__from__n0039__c01 > stage5_n1__from__n0112__c01,stage4_n2__from__n0039__c01 > stage5_n1__from__n0112__c01,,can_send_mms|check_network_status|check_apn_settings|check_sim_status|check_app_permissions|check_network_mode_preference|check_wifi_calling_status|run_speed_test,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,local_to_transfer,over_transfer_on_local_oracle,transfer,22.5,27.38225,4.80855,0.5,mostly_deep_vs_mostly_deep_required,ddddd on fdddd,ddddd,fdddd,False,False,False,True,0.022645713162778785,"{""stage1"": 0.17419429741541267, ""stage2"": 0.6172681355652281, ""stage3"": 0.4737397484799409, ""stage4"": 1.0, ""stage5"": 0.44456819043722057}",general_stage1_verify > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,stage1_n2__from__root__c02 > stage2_n1__from__n0002__c01 > stage3_n2__from__n0009__c02 > stage4_n1__from__n0033__c01 > stage5_n1__from__n0098__c01,stage4_n1__from__n0033__c01 > stage5_n1__from__n0098__c01,,can_send_mms|check_network_status|check_apn_settings|check_sim_status|check_app_permissions|check_network_mode_preference|check_wifi_calling_status|run_speed_test,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,local_to_transfer,over_transfer_on_local_oracle,-1.0,-1.278179999999999,True,False,dffdd on fdddd -> ddddd on fdddd
