method,family,episode_index,repeat_index,position_in_cycle,dataset_index,phase,bucket,specialist,archetype,oracle_action,final_action,agent_modes,task_reqs,stage_pairs,route_labels,node_semantics,g_path,agent_fast_count,task_fast_count,ff,fast_on_deep,deep_on_fast,dd,match_count,match_rate,agent_majority,task_majority,pair_class,raw_terminal_penalty,raw_reasoning_cost_component,raw_path_cost_component,raw_total_cost,exact_match,terminal_success_proxy,policy_clean_proxy,policy_violation_count,clear_success_no_fallback,aux_exec_success,total_tokens,selected_path,original_task_id
risky_ps_safe_conditional,PS,10,1,0,19,trap_pre_switch,trap_favoring,False,neutral,repair_all,repair_all,DFDDD,FFFFF,"D/F,F/F,D/F,D/F,D/F","general_stage1_verify,trap_stage2_router,general_stage3_network,general_stage4_repair,target_stage5_decision","general_shared,trap_lane,general_shared,general_shared,target_specialist",00000,1,5,1,0,4,0,1,0.2,deep,fast,agent_deep__task_fast,1.5,5.48457,0.0669,7.05147,False,False,True,0,,,45225.0,stage1_n2__from__root__c02 > stage2_n3__from__n0002__c03 > stage3_n3__from__n0011__c01 > stage4_n2__from__n0038__c01 > stage5_n2__from__n0110__c02,[mms_issue]airplane_mode_on|bad_network_preference|break_app_sms_permission[PERSONA:Hard]
risky_ps_safe_conditional,PS,11,1,1,13,trap_pre_switch,trap_favoring,False,trap_like_good,repair_all,repair_all,FDDDD,FFFFF,"F/F,D/F,D/F,D/F,D/F","trap_stage1_intake,target_stage2_router,target_stage3_roaming,target_stage4_repair,target_stage5_verify","trap_lane,target_specialist,target_specialist,target_specialist,target_specialist",00000,1,5,1,0,4,0,1,0.2,deep,fast,agent_deep__task_fast,0.0,4.998605,0.0741,5.072705,True,True,True,0,,,40868.0,stage1_n4__from__root__c04 > stage2_n1__from__n0004__c01 > stage3_n2__from__n0015__c02 > stage4_n1__from__n0051__c01 > stage5_n1__from__n0144__c01,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission[PERSONA:None]
risky_ps_safe_conditional,PS,12,1,2,7,trap_pre_switch,trap_favoring,False,trap_safe_overcautious,repair_all,repair_all,DDDDD,FFFFF,"D/F,D/F,D/F,D/F,D/F","general_stage1_verify,target_stage2_router,target_stage3_apn,target_stage4_repair,target_stage5_verify","general_shared,target_specialist,target_specialist,target_specialist,target_specialist",00000,0,5,0,0,5,0,0,0.0,deep,fast,agent_deep__task_fast,0.0,5.31553,0.07600000000000001,5.3915299999999995,True,True,True,0,,,42256.0,stage1_n2__from__root__c02 > stage2_n1__from__n0002__c01 > stage3_n1__from__n0009__c01 > stage4_n1__from__n0032__c01 > stage5_n1__from__n0097__c01,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
risky_ps_safe_conditional,PS,13,1,3,25,trap_pre_switch,trap_favoring,False,neutral,repair_subset,repair_subset,FDFFD,FFFFF,"F/F,D/F,F/F,F/F,D/F","barrier_stage1_gate,barrier_stage2_gate,trap_stage3_network,trap_stage4_execute,general_stage5_verify","private_barrier,private_barrier,trap_lane,trap_lane,general_shared",11000,3,5,3,0,2,0,3,0.6,fast,fast,agent_fast__task_fast,6.0,3.86587,0.06830000000000001,9.93417,False,False,False,1,,,35551.0,stage1_n5__from__root__c05 > stage2_n5__from__n0005__c03 > stage3_n4__from__n0022__c02 > stage4_n4__from__n0072__c03 > stage5_n3__from__n0210__c02,[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded[PERSONA:Hard]
risky_ps_safe_conditional,PS,14,1,4,36,trap_pre_switch,trap_favoring,False,neutral,repair_all,repair_all,FFDDD,FFFFF,"F/F,F/F,D/F,D/F,D/F","general_stage1_intake,trap_stage2_router,general_stage3_network,general_stage4_repair,target_stage5_decision","general_shared,trap_lane,general_shared,general_shared,target_specialist",00000,2,5,2,0,3,0,2,0.4,deep,fast,agent_deep__task_fast,1.5,3.953555,0.0661,5.519655,False,False,True,0,,,33176.0,stage1_n1__from__root__c01 > stage2_n3__from__n0001__c03 > stage3_n3__from__n0008__c01 > stage4_n2__from__n0029__c01 > stage5_n2__from__n0087__c02,[mms_issue]airplane_mode_on|break_app_storage_permission[PERSONA:Easy]
risky_ps_safe_conditional,PS,15,1,5,18,trap_pre_switch,trap_favoring,False,trap_safe_overcautious,repair_all,repair_all,FDDDD,FFFFF,"F/F,D/F,D/F,D/F,D/F","general_stage1_intake,target_stage2_router,target_stage3_apn,target_stage4_repair,target_stage5_decision","general_shared,target_specialist,target_specialist,target_specialist,target_specialist",00000,1,5,1,0,4,0,1,0.2,deep,fast,agent_deep__task_fast,1.5,4.381885,0.07900000000000001,5.960884999999999,False,False,True,0,,,36067.0,stage1_n1__from__root__c01 > stage2_n1__from__n0001__c01 > stage3_n1__from__n0006__c01 > stage4_n1__from__n0023__c01 > stage5_n2__from__n0074__c02,[mms_issue]bad_network_preference[PERSONA:None]
risky_ps_safe_conditional,PS,16,1,6,24,trap_pre_switch,trap_favoring,False,trap_safe_overcautious,repair_all,repair_all,FDDDD,FFFFF,"F/F,D/F,D/F,D/F,D/F","general_stage1_intake,target_stage2_router,target_stage3_apn,target_stage4_repair,target_stage5_verify","general_shared,target_specialist,target_specialist,target_specialist,target_specialist",00000,1,5,1,0,4,0,1,0.2,deep,fast,agent_deep__task_fast,1.5,4.34674,0.07750000000000001,5.924239999999999,False,False,True,0,,,35548.0,stage1_n1__from__root__c01 > stage2_n1__from__n0001__c01 > stage3_n1__from__n0006__c01 > stage4_n1__from__n0023__c01 > stage5_n1__from__n0074__c01,[mms_issue]bad_network_preference|break_app_storage_permission[PERSONA:None]
risky_ps_safe_conditional,PS,17,1,7,23,trap_pre_switch,trap_favoring,False,neutral,repair_all,repair_all,FDDDD,FFFFF,"F/F,D/F,D/F,D/F,D/F","barrier_stage1_gate,barrier_stage2_gate,barrier_stage3_gate,general_stage4_repair,target_stage5_decision","private_barrier,private_barrier,private_barrier,general_shared,target_specialist",11100,1,5,1,0,4,0,1,0.2,deep,fast,agent_deep__task_fast,0.0,8.930995,0.0795,9.010494999999999,True,True,True,0,,,74689.0,stage1_n5__from__root__c05 > stage2_n5__from__n0005__c03 > stage3_n5__from__n0022__c03 > stage4_n2__from__n0073__c01 > stage5_n2__from__n0212__c02,[mms_issue]bad_wifi_calling[PERSONA:Easy]
risky_ps_safe_conditional,PS,18,1,8,61,trap_pre_switch,trap_favoring,False,trap_safe_overcautious,repair_all,repair_all,DFDDD,FFFFF,"D/F,F/F,D/F,D/F,D/F","general_stage1_verify,general_stage2_core,target_stage3_roaming,target_stage4_repair,target_stage5_verify","general_shared,general_shared,target_specialist,target_specialist,target_specialist",00000,1,5,1,0,4,0,1,0.2,deep,fast,agent_deep__task_fast,0.0,4.840985,0.0721,4.913085,True,True,True,0,,,39992.0,stage1_n2__from__root__c02 > stage2_n2__from__n0002__c02 > stage3_n2__from__n0010__c01 > stage4_n1__from__n0034__c01 > stage5_n1__from__n0099__c01,[mms_issue]bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
risky_ps_safe_conditional,PS,19,1,9,0,trap_pre_switch,trap_favoring,False,trap_safe_overcautious,repair_all,repair_all,DDDDD,FFFFF,"D/F,D/F,D/F,D/F,D/F","target_stage1_handoff,target_stage2_router,target_stage3_roaming,target_stage4_repair,target_stage5_decision","general_shared,target_specialist,target_specialist,target_specialist,target_specialist",00000,0,5,0,0,5,0,0,0.0,deep,fast,agent_deep__task_fast,1.5,5.762305,0.07600000000000001,7.338305,False,False,True,0,,,46582.0,stage1_n3__from__root__c03 > stage2_n1__from__n0003__c01 > stage3_n2__from__n0012__c02 > stage4_n1__from__n0042__c01 > stage5_n2__from__n0121__c02,[mms_issue]break_app_both_permissions[PERSONA:Hard]
risky_ps_safe_conditional,PS,20,2,0,19,trap_pre_switch,trap_favoring,False,neutral,repair_all,repair_all,FFDDD,FFFFF,"F/F,F/F,D/F,D/F,D/F","barrier_stage1_gate,trap_stage2_router,general_stage3_network,general_stage4_verify,target_stage5_decision","private_barrier,trap_lane,general_shared,general_shared,target_specialist",10000,2,5,2,0,3,0,2,0.4,deep,fast,agent_deep__task_fast,1.5,4.90642,0.0725,6.47892,False,False,True,0,,,41125.0,stage1_n5__from__root__c05 > stage2_n3__from__n0005__c01 > stage3_n3__from__n0020__c01 > stage4_n3__from__n0065__c02 > stage5_n2__from__n0187__c02,[mms_issue]airplane_mode_on|bad_network_preference|break_app_sms_permission[PERSONA:Hard]
risky_ps_safe_conditional,PS,21,2,1,13,trap_pre_switch,trap_favoring,False,neutral,repair_all,repair_all,DFDDD,FFFFF,"D/F,F/F,D/F,D/F,D/F","general_stage1_verify,general_stage2_core,barrier_stage3_gate,general_stage4_verify,general_stage5_verify","general_shared,general_shared,private_barrier,general_shared,general_shared",00100,1,5,1,0,4,0,1,0.2,deep,fast,agent_deep__task_fast,0.0,4.575095,0.06720000000000001,4.642295,True,True,True,0,,,37400.0,stage1_n2__from__root__c02 > stage2_n2__from__n0002__c02 > stage3_n5__from__n0010__c04 > stage4_n3__from__n0037__c02 > stage5_n3__from__n0107__c03,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission[PERSONA:None]
risky_ps_safe_conditional,PS,22,2,2,7,trap_pre_switch,trap_favoring,False,neutral,repair_all,repair_all,FFDDD,FFFFF,"F/F,F/F,D/F,D/F,D/F","general_stage1_intake,general_stage2_core,general_stage3_network,general_stage4_verify,general_stage5_verify","general_shared,general_shared,general_shared,general_shared,general_shared",00000,2,5,2,0,3,0,2,0.4,deep,fast,agent_deep__task_fast,0.0,3.946745,0.0671,4.013845,True,True,True,0,,,33200.0,stage1_n1__from__root__c01 > stage2_n2__from__n0001__c02 > stage3_n3__from__n0007__c02 > stage4_n3__from__n0026__c02 > stage5_n3__from__n0078__c03,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
risky_ps_safe_conditional,PS,23,2,3,25,trap_pre_switch,trap_favoring,False,trap_safe_overcautious,repair_subset,repair_all,DDDDD,FFFFF,"D/F,D/F,D/F,D/F,D/F","general_stage1_verify,target_stage2_router,target_stage3_roaming,target_stage4_repair,target_stage5_verify","general_shared,target_specialist,target_specialist,target_specialist,target_specialist",00000,0,5,0,0,5,0,0,0.0,deep,fast,agent_deep__task_fast,5.0,5.546565,0.0748,10.621365,False,False,True,0,,,44208.0,stage1_n2__from__root__c02 > stage2_n1__from__n0002__c01 > stage3_n2__from__n0009__c02 > stage4_n1__from__n0033__c01 > stage5_n1__from__n0098__c01,[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded[PERSONA:Hard]
risky_ps_safe_conditional,PS,24,2,4,36,trap_pre_switch,trap_favoring,False,neutral,repair_all,repair_all,FFDDD,FFFFF,"F/F,F/F,D/F,D/F,D/F","general_stage1_intake,general_stage2_core,barrier_stage3_gate,general_stage4_verify,target_stage5_decision","general_shared,general_shared,private_barrier,general_shared,target_specialist",00100,2,5,2,0,3,0,2,0.4,deep,fast,agent_deep__task_fast,1.5,4.627225,0.0718,6.199025000000001,False,False,True,0,,,38980.0,stage1_n1__from__root__c01 > stage2_n2__from__n0001__c02 > stage3_n5__from__n0007__c04 > stage4_n3__from__n0028__c02 > stage5_n2__from__n0084__c02,[mms_issue]airplane_mode_on|break_app_storage_permission[PERSONA:Easy]
risky_ps_safe_conditional,PS,25,2,5,35,target_post_switch,target_favoring,True,neutral,repair_subset,transfer,FDDDD,FDDDD,"F/F,D/D,D/D,D/D,D/D","barrier_stage1_gate,general_stage2_roaming,barrier_stage3_gate,general_stage4_repair,target_stage5_decision","private_barrier,general_shared,private_barrier,general_shared,target_specialist",10100,1,1,1,0,0,4,5,1.0,deep,deep,agent_deep__task_deep,18.5,5.024945,0.0742,23.599145,False,False,False,1,,,53552.0,stage1_n5__from__root__c05 > stage2_n4__from__n0005__c02 > stage3_n5__from__n0021__c03 > stage4_n2__from__n0070__c01 > stage5_n2__from__n0202__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_safe_conditional,PS,26,2,6,51,target_post_switch,target_favoring,True,target_decoy_medium,repair_subset,repair_subset,DFFDD,FDDDD,"D/F,F/D,F/D,D/D,D/D","general_stage1_verify,general_stage2_core,trap_stage3_network,barrier_stage4_gate,target_stage5_decision","general_shared,general_shared,trap_lane,private_barrier,target_specialist",00010,2,1,0,2,1,2,2,0.4,deep,deep,agent_deep__task_deep,13.0,6.215945,0.06949999999999999,19.285445,False,False,False,1,,,59861.0,stage1_n2__from__root__c02 > stage2_n2__from__n0002__c02 > stage3_n4__from__n0010__c03 > stage4_n5__from__n0036__c04 > stage5_n2__from__n0105__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_safe_conditional,PS,27,2,7,45,target_post_switch,target_favoring,True,trap_like_bad,repair_all,repair_subset,FFDDD,FDDDD,"F/F,F/D,D/D,D/D,D/D","trap_stage1_intake,general_stage2_core,target_stage3_roaming,target_stage4_repair,target_stage5_verify","trap_lane,general_shared,target_specialist,target_specialist,target_specialist",00000,2,1,1,1,0,3,4,0.8,deep,deep,agent_deep__task_deep,11.0,5.328245,0.07010000000000001,16.398345,False,False,True,0,,,55813.0,stage1_n4__from__root__c04 > stage2_n2__from__n0004__c02 > stage3_n2__from__n0016__c01 > stage4_n1__from__n0052__c01 > stage5_n1__from__n0145__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_safe_conditional,PS,28,2,8,40,target_post_switch,target_favoring,True,neutral,repair_subset,repair_subset,FFDDD,FDDDD,"F/F,F/D,D/D,D/D,D/D","general_stage1_intake,trap_stage2_router,general_stage3_network,general_stage4_verify,general_stage5_verify","general_shared,trap_lane,general_shared,general_shared,general_shared",00000,2,1,1,1,0,3,4,0.8,deep,deep,agent_deep__task_deep,3.0,4.59185,0.0644,7.65625,False,False,False,1,,,47746.0,stage1_n1__from__root__c01 > stage2_n3__from__n0001__c03 > stage3_n3__from__n0008__c01 > stage4_n3__from__n0029__c02 > stage5_n3__from__n0088__c03,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_safe_conditional,PS,29,2,9,46,target_post_switch,target_favoring,True,target_decoy_medium,repair_subset,transfer,FFFDD,FDDDD,"F/F,F/D,F/D,D/D,D/D","barrier_stage1_gate,trap_stage2_router,trap_stage3_network,barrier_stage4_gate,barrier_stage5_transfer","private_barrier,trap_lane,trap_lane,private_barrier,private_barrier",10011,3,1,1,2,0,2,3,0.6,fast,deep,agent_fast__task_deep,21.5,5.543575,0.0735,27.117075,False,False,False,1,,,54442.0,stage1_n5__from__root__c05 > stage2_n3__from__n0005__c01 > stage3_n4__from__n0020__c02 > stage4_n5__from__n0066__c04 > stage5_n5__from__n0191__c03,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_safe_conditional,PS,30,3,0,16,target_post_switch,target_favoring,True,trap_like_bad,repair_subset,repair_subset,FDDDD,FDDDD,"F/F,D/D,D/D,D/D,D/D","trap_stage1_intake,barrier_stage2_gate,barrier_stage3_gate,general_stage4_verify,general_stage5_verify","trap_lane,private_barrier,private_barrier,general_shared,general_shared",01100,1,1,1,0,0,4,5,1.0,deep,deep,agent_deep__task_deep,2.0,4.354295,0.0706,6.424894999999999,True,True,False,1,,,46460.0,stage1_n4__from__root__c04 > stage2_n5__from__n0004__c05 > stage3_n5__from__n0019__c03 > stage4_n3__from__n0064__c02 > stage5_n3__from__n0183__c03,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_safe_conditional,PS,31,3,1,65,target_post_switch,target_favoring,True,target_safe_specialist_good,repair_all,transfer,DDDDD,FDDDD,"D/F,D/D,D/D,D/D,D/D","target_stage1_handoff,target_stage2_router,target_stage3_apn,target_stage4_repair,target_stage5_decision","general_shared,target_specialist,target_specialist,target_specialist,target_specialist",00000,0,1,0,0,1,4,4,0.8,deep,deep,agent_deep__task_deep,18.5,5.892015,0.07790000000000001,24.469915,False,False,True,0,,,61602.0,stage1_n3__from__root__c03 > stage2_n1__from__n0003__c01 > stage3_n1__from__n0012__c01 > stage4_n1__from__n0041__c01 > stage5_n2__from__n0120__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_safe_conditional,PS,32,3,2,11,target_post_switch,target_favoring,True,target_safe_specialist_good,repair_subset,transfer,DFDDD,FDDDD,"D/F,F/D,D/D,D/D,D/D","target_stage1_handoff,general_stage2_core,target_stage3_roaming,target_stage4_repair,target_stage5_decision","general_shared,general_shared,target_specialist,target_specialist,target_specialist",00000,1,1,0,1,1,3,3,0.6,deep,deep,agent_deep__task_deep,19.5,5.127985,0.0758,24.703785,False,False,False,1,,,50546.0,stage1_n3__from__root__c03 > stage2_n2__from__n0003__c02 > stage3_n2__from__n0013__c01 > stage4_n1__from__n0043__c01 > stage5_n2__from__n0122__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy]
risky_ps_safe_conditional,PS,33,3,3,17,target_post_switch,target_favoring,True,target_safe_specialist_good,repair_subset,transfer,FDDDD,FDDDD,"F/F,D/D,D/D,D/D,D/D","general_stage1_intake,target_stage2_router,target_stage3_apn,target_stage4_repair,target_stage5_verify","general_shared,target_specialist,target_specialist,target_specialist,target_specialist",00000,1,1,1,0,0,4,5,1.0,deep,deep,agent_deep__task_deep,20.5,4.957455,0.07750000000000001,25.534955,False,False,False,1,,,52914.0,stage1_n1__from__root__c01 > stage2_n1__from__n0001__c01 > stage3_n1__from__n0006__c01 > stage4_n1__from__n0023__c01 > stage5_n1__from__n0074__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy]
risky_ps_safe_conditional,PS,34,3,4,67,target_post_switch,target_favoring,False,neutral,transfer,transfer,FFDDF,FDDDD,"F/F,F/D,D/D,D/D,F/D","general_stage1_intake,general_stage2_core,general_stage3_network,general_stage4_verify,trap_stage5_terminal","general_shared,general_shared,general_shared,general_shared,trap_lane",00000,3,1,1,2,0,2,3,0.6,fast,deep,agent_fast__task_deep,1.0,4.15796,0.0646,5.22256,False,False,True,0,,,36654.0,stage1_n1__from__root__c01 > stage2_n2__from__n0001__c02 > stage3_n3__from__n0007__c02 > stage4_n3__from__n0026__c02 > stage5_n4__from__n0078__c04,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|user_abroad_roaming_disabled_off[PERSONA:None]
