episode_index,repeat_index,position_in_cycle,dataset_index,original_task_id,oracle_action,seed1_terminal,seed0_terminal,terminal_delta,seed1_final,seed0_final,seed1_clear,seed0_clear,seed1_aux,seed0_aux,seed1_exact,seed0_exact,seed1_majority_pair,seed0_majority_pair,seed1_actual_modes,seed0_actual_modes,path_changed,root_changed,seed1_root,seed0_root,seed1_shared,seed0_shared,seed1_reasons,seed0_reasons,seed1_observed_loss,seed0_observed_loss,seed1_path_prob,seed0_path_prob,seed1_shared_delta,seed0_shared_delta,seed1_shared_weight_before,seed1_shared_weight_after,seed0_shared_weight_before,seed0_shared_weight_after
35,3,5,2,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],repair_all,10.0,10.0,0.0,repair_subset,repair_subset,False,False,True,True,False,False,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,deep/deep/deep/deep/deep,deep/fast/deep/deep/deep,True,False,stage1_n2__from__root__c02,stage1_n2__from__root__c02,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10,subset_mismatch_base_plus_linear;local_clear_failure_floor_10,0.40494614970382337,0.392587506731287,0.027907244939412018,0.004115579956242836,-0.5159279625909153,-0.9915156192460984,1.0,0.48407203740908467,1.0,0.008484380753901512
36,3,6,9,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],repair_subset,22.5,14.0,8.5,transfer,repair_subset,False,False,False,False,False,False,mostly_deep_vs_mostly_deep_required,mostly_fast_vs_mostly_deep_required,fast/deep/deep/deep/fast,deep/fast/fast/fast/deep,True,True,stage1_n5__from__root__c05,stage1_n3__from__root__c03,True,False,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;fast_path_on_deep_required_clear_failure_floor_14,0.7352855411954766,0.5393896068928379,0.008031035584946259,0.0018431040107173937,-0.9897222651683177,,1.0,0.010277734831682308,,
37,3,7,10,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],repair_subset,23.5,6.0,17.5,transfer,repair_subset,False,True,False,False,False,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,deep/fast/fast/deep/deep,fast/deep/deep/deep/deep,True,True,stage1_n2__from__root__c02,stage1_n5__from__root__c05,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,clear_but_aux_failure_floor_6,0.771686322024771,0.26314647280560044,0.0027033657822631025,0.0048000152630511906,-0.9999993669366257,-0.9355006656615413,1.0,6.330633743080705e-07,1.0,0.06449933433845863
38,3,8,13,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],repair_subset,19.0,19.0,0.0,repair_subset,repair_subset,False,False,False,False,False,False,mostly_fast_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/deep/deep/fast,deep/deep/deep/deep/deep,True,True,stage1_n1__from__root__c01,stage1_n2__from__root__c02,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;fast_path_on_deep_required_clear_failure_floor_14,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,0.6402872913301022,0.6378352180936995,0.0025377574949279583,0.06068067671467764,-0.999996678912311,-0.40877994939201034,1.0,3.321087688916878e-06,1.0,0.5912200506079897
39,3,9,16,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],repair_all,15.0,0.0,15.0,repair_subset,repair_all,False,True,True,True,False,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/deep,deep/fast/fast/deep/deep,True,True,stage1_n1__from__root__c01,stage1_n2__from__root__c02,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10,,0.5249474959612278,0.1478730479267636,0.03924183561137895,0.002408803518261186,-0.487708794416878,-0.9535523508024236,1.0,0.512291205583122,1.0,0.046447649197576386
40,4,0,32,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_fast_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/deep/fast/deep,fast/deep/deep/deep/fast,True,True,stage1_n1__from__root__c01,stage1_n4__from__root__c04,True,True,,,0.11107835218093699,0.10702248249865375,0.002010857592832897,0.010111233371823514,-0.9368324564187411,-0.4109390717100111,1.0,0.06316754358125892,1.0,0.5890609282899889
41,4,1,33,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/fast/deep/deep,fast/deep/deep/deep/deep,True,True,stage1_n4__from__root__c04,stage1_n1__from__root__c01,True,True,,,0.09876225094238018,0.09645045772751751,0.0036236465466781055,0.015782426376334185,-0.7440432381845492,-0.26329138489319426,1.0,0.25595676181545085,1.0,0.7367086151068057
42,4,2,34,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,False,stage1_n4__from__root__c04,stage1_n4__from__root__c04,True,True,,,0.08575363489499192,0.08146984383414109,0.03464122194990027,0.054521360058668956,-0.11642047075370798,-0.07199085677364536,1.0,0.883579529246292,1.0,0.9280091432263546
43,4,3,35,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,True,True,stage1_n4__from__root__c04,stage1_n1__from__root__c01,True,True,,,0.0981836295099623,0.11342972536348948,0.010754700025179479,0.009996292862293822,-0.3664830167019937,-0.432979008897465,1.0,0.6335169832980063,1.0,0.567020991102535
44,4,4,36,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_fast_vs_mostly_deep_required,fast/fast/deep/deep/deep,fast/fast/fast/deep/deep,True,False,stage1_n4__from__root__c04,stage1_n4__from__root__c04,True,False,,,0.09757458266020462,0.12506260096930533,0.03257152231506083,0.0008363939567797463,-0.13910704828296416,,1.0,0.8608929517170358,,
45,4,5,2,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],repair_all,14.0,0.0,14.0,repair_subset,repair_all,False,True,False,True,False,True,mostly_fast_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/fast/fast/fast,deep/fast/deep/deep/deep,True,True,stage1_n4__from__root__c04,stage1_n2__from__root__c02,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;fast_path_on_deep_required_clear_failure_floor_14,,0.5360376952073236,0.11166101238556811,0.003357822128787963,0.017498964641856574,-0.999658418791809,-0.27316104071467195,1.0,0.00034158120819102674,1.0,0.726838959285328
46,4,6,9,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],repair_subset,12.0,6.0,6.0,repair_subset,repair_subset,False,True,False,False,False,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,deep/fast/deep/deep/fast,fast/deep/deep/deep/deep,True,True,stage1_n3__from__root__c03,stage1_n4__from__root__c04,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,clear_but_aux_failure_floor_6,0.4892945611200861,0.27669655358104467,0.009228228048804799,0.007512015952555677,-0.9294247220461338,-0.8414512345201538,1.0,0.07057527795386617,1.0,0.1585487654798462
47,4,7,10,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],repair_subset,22.5,14.0,8.5,transfer,repair_subset,False,False,False,False,False,False,mostly_deep_vs_mostly_deep_required,mostly_fast_vs_mostly_deep_required,deep/deep/deep/deep/deep,fast/fast/fast/fast/deep,True,True,stage1_n3__from__root__c03,stage1_n5__from__root__c05,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;fast_path_on_deep_required_clear_failure_floor_14,0.7379749596122779,0.5298247172859452,0.01209495268807045,0.0040971089370299115,-0.9526768595477532,-0.998444310374377,1.0,0.04732314045224681,1.0,0.0015556896256230543
48,4,8,13,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],repair_subset,15.0,14.0,1.0,repair_subset,repair_subset,False,False,False,False,False,False,mostly_fast_vs_mostly_deep_required,mostly_fast_vs_mostly_deep_required,fast/fast/deep/fast/fast,fast/fast/deep/fast/deep,True,True,stage1_n4__from__root__c04,stage1_n1__from__root__c01,True,False,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;fast_path_on_deep_required_clear_failure_floor_14,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;fast_path_on_deep_required_clear_failure_floor_14,0.5592378836833601,0.521005788906839,0.003906625942357132,0.0023503209248392997,-0.9992210440488353,,1.0,0.0007789559511647761,,
49,4,9,16,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],repair_all,14.0,0.0,14.0,repair_subset,repair_all,False,True,False,True,False,True,mostly_fast_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/fast/fast/deep,fast/deep/deep/deep/deep,True,True,stage1_n5__from__root__c05,stage1_n4__from__root__c04,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;fast_path_on_deep_required_clear_failure_floor_14,,0.5314577275175013,0.12999003769520734,0.0012366117835315026,0.06517848942772686,-0.9999999995347577,-0.09490784391344331,1.0,4.652422610441766e-10,1.0,0.9050921560865567
50,5,0,32,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_fast_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/fast/deep/fast,fast/fast/deep/deep/deep,True,False,stage1_n4__from__root__c04,stage1_n4__from__root__c04,True,True,,,0.12019049542272484,0.08300592353257943,0.0071019103701853836,0.001993907022422527,-0.570951048281396,-0.8752557106558174,1.0,0.429048951718604,1.0,0.12474428934418261
51,5,1,33,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None],repair_all,0.0,18.0,-18.0,repair_all,transfer,True,False,True,True,True,False,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,True,False,stage1_n4__from__root__c04,stage1_n4__from__root__c04,True,True,,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;invalid_local_transfer_floor_18,0.08490926225094238,0.5671171243941842,0.04823163488421194,0.005664214256736838,-0.07445007036810869,-0.9933033051206582,0.883579529246292,0.8091294588781833,1.0,0.00669669487934181
52,5,2,34,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,True,True,stage1_n4__from__root__c04,stage1_n2__from__root__c02,True,False,,,0.09527840603123316,0.11397415185783523,0.008649421615913106,0.0021704714128640253,-0.4234994927259855,,1.0,0.5765005072740145,,
53,5,3,35,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None],repair_all,14.0,0.0,14.0,repair_subset,repair_all,False,True,True,True,False,True,mostly_fast_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,True,True,stage1_n1__from__root__c01,stage1_n4__from__root__c04,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;fast_path_on_deep_required_clear_failure_floor_14,,0.49861308562197093,0.1012619816908993,0.003166710900679345,0.006313103507289548,-0.999619006492155,-0.551568090526072,1.0,0.00038099350784504536,1.0,0.4484319094739279
54,5,4,36,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,False,stage1_n4__from__root__c04,stage1_n4__from__root__c04,True,True,,,0.09950619278406031,0.10241330102315563,0.03640657154316932,0.047617575973865116,-0.12773295582505062,-0.0946169964024024,1.0,0.8722670441749494,0.9280091432263546,0.8333921468239522
55,5,5,2,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],repair_all,10.0,14.0,-4.0,repair_subset,repair_subset,False,False,True,False,False,False,mostly_deep_vs_mostly_deep_required,mostly_fast_vs_mostly_deep_required,fast/fast/deep/deep/deep,fast/deep/fast/fast/deep,True,False,stage1_n4__from__root__c04,stage1_n4__from__root__c04,True,False,subset_mismatch_base_plus_linear;local_clear_failure_floor_10,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;fast_path_on_deep_required_clear_failure_floor_14,0.37289203015616584,0.5162780021540119,0.016822369614288867,0.0012986792304344335,-0.6698875585165147,,1.0,0.3301124414834853,,
56,5,6,9,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],repair_subset,6.0,17.0,-11.0,repair_subset,repair_subset,True,False,False,False,True,False,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/fast,deep/fast/deep/deep/deep,True,True,stage1_n4__from__root__c04,stage1_n2__from__root__c02,True,True,clear_but_aux_failure_floor_6,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,0.2987474421109316,0.5881147011308563,0.006408807572880788,0.013638002768229688,-0.9027778626502537,-0.8842313404899503,1.0,0.09722213734974625,1.0,0.11576865951004967
57,5,7,10,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],repair_subset,22.5,6.0,16.5,transfer,repair_subset,False,True,False,False,False,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/deep,fast/deep/fast/deep/deep,True,True,stage1_n4__from__root__c04,stage1_n5__from__root__c05,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,clear_but_aux_failure_floor_6,0.7180805061927841,0.288010366182014,0.040703697951367614,0.002351017226042311,-0.47421461956519895,-0.9978130092172769,0.8091294588781833,0.3349148393129844,1.0,0.002186990782723151
58,5,8,13,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],repair_subset,6.0,17.0,-11.0,repair_subset,repair_subset,True,False,False,False,True,False,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/fast/deep/deep,fast/fast/deep/deep/deep,True,False,stage1_n5__from__root__c05,stage1_n5__from__root__c05,True,True,clear_but_aux_failure_floor_6,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,0.2794093968766828,0.5815008077544427,0.004419115741031827,0.021789890654634828,-0.9576324374337427,-0.7366670881169051,1.0,0.042367562566257295,1.0,0.2633329118830949
59,5,9,16,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],repair_all,21.0,0.0,21.0,repair_subset,repair_all,False,True,False,True,False,True,mostly_fast_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/fast/fast/deep,deep/fast/deep/deep/deep,True,True,stage1_n4__from__root__c04,stage1_n2__from__root__c02,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;fast_path_on_deep_required_clear_failure_floor_14,,0.675235056542811,0.11777732902530964,0.004661356513608934,0.014093457352732108,-0.9992847675380537,-0.341535052382987,1.0,0.0007152324619463167,1.0,0.658464947617013
60,6,0,32,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,deep/fast/fast/deep/deep,fast/deep/deep/deep/fast,True,True,stage1_n3__from__root__c03,stage1_n4__from__root__c04,False,True,,,0.11731340872374796,0.10754644588045234,0.0033518250530118394,0.003523635153158024,,-0.7826121911081761,,,1.0,0.21738780889182382
61,6,1,33,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,True,stage1_n4__from__root__c04,stage1_n5__from__root__c05,True,True,,,0.0962749057619817,0.09210904684975767,0.026290630421458787,0.0005001524313199882,-0.1673129270231245,-0.9998997754590929,1.0,0.8326870729768755,1.0,0.00010022454090709605
