experiment,seed,method_short,method,regime,episode_index,episode_1based,phase,switch_episode_index,switch_episode_1based,cost,oracle_cost,regret,path,path_prob,root_prob_used,root_selection_mode,root_child,root_base_alias,base_alias_path,family_label,trap_basin,target_subtree,target_good,target_bad,decoy_branch,broad_safe_basin,exact_best
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,dynamic,14,15,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n1__from__root__c01"", ""stage2_n3__from__n0001__c03"", ""stage3_n4__from__n0008__c02"", ""stage4_n5__from__n0030__c04"", ""stage5_n2__from__n0092__c01""]",0.0010071827405804205,0.3353032400396793,epsilon_exploit,stage1_n1__from__root__c01,stage1_n1,"[""stage1_n1"", ""stage2_n3"", ""stage3_n4"", ""stage4_n5"", ""stage5_n2""]",ps_favored_v10_one_barrier_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,dynamic,15,16,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n5__from__root__c05"", ""stage2_n4__from__n0005__c02"", ""stage3_n4__from__n0021__c02"", ""stage4_n4__from__n0069__c03"", ""stage5_n1__from__n0200__c01""]",0.0017968866515192209,0.17345927571022957,epsilon_exploit,stage1_n5__from__root__c05,stage1_n5,"[""stage1_n5"", ""stage2_n4"", ""stage3_n4"", ""stage4_n4"", ""stage5_n1""]",ps_favored_v10_one_barrier_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,dynamic,16,17,post_switch,5,6,0.0,0.01,-0.01,"[""stage1_n2__from__root__c02"", ""stage2_n2__from__n0002__c02"", ""stage3_n3__from__n0010__c02"", ""stage4_n2__from__n0035__c01"", ""stage5_n1__from__n0100__c01""]",0.0015745152352419822,0.414510041849656,epsilon_exploit,stage1_n2__from__root__c02,stage1_n2,"[""stage1_n2"", ""stage2_n2"", ""stage3_n3"", ""stage4_n2"", ""stage5_n1""]",ps_favored_v10_decoy_branch_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,dynamic,17,18,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n2__from__root__c02"", ""stage2_n1__from__n0002__c01"", ""stage3_n2__from__n0009__c02"", ""stage4_n1__from__n0033__c01"", ""stage5_n2__from__n0098__c02""]",0.04945191683855407,0.414510041849656,epsilon_exploit,stage1_n2__from__root__c02,stage1_n2,"[""stage1_n2"", ""stage2_n1"", ""stage3_n2"", ""stage4_n1"", ""stage5_n2""]",ps_favored_v10_target_bad_post_switch,False,True,False,True,False,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,dynamic,18,19,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n4__from__root__c04"", ""stage2_n2__from__n0004__c02"", ""stage3_n4__from__n0016__c03"", ""stage4_n2__from__n0054__c01"", ""stage5_n1__from__n0148__c01""]",0.0034113502482789027,0.4375118521059075,epsilon_exploit,stage1_n4__from__root__c04,stage1_n4,"[""stage1_n4"", ""stage2_n2"", ""stage3_n4"", ""stage4_n2"", ""stage5_n1""]",ps_favored_v10_non_safe_all_shared_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,dynamic,19,20,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n2__from__root__c02"", ""stage2_n3__from__n0002__c03"", ""stage3_n4__from__n0011__c02"", ""stage4_n3__from__n0039__c02"", ""stage5_n1__from__n0113__c01""]",0.005172074679396208,0.3264543891684125,epsilon_exploit,stage1_n2__from__root__c02,stage1_n2,"[""stage1_n2"", ""stage2_n3"", ""stage3_n4"", ""stage4_n3"", ""stage5_n1""]",ps_favored_v10_decoy_branch_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,0,1,pre_switch,5,6,1.0,0.05794379563204665,0.9420562043679533,"[""stage1_n5__from__root__c05"", ""stage2_n3__from__n0005__c01"", ""stage3_n4__from__n0020__c02"", ""stage4_n5__from__n0066__c04"", ""stage5_n2__from__n0191__c01""]",0.0018518518518518515,0.2,epsilon_exploit,stage1_n5__from__root__c05,stage1_n5,"[""stage1_n5"", ""stage2_n3"", ""stage3_n4"", ""stage4_n5"", ""stage5_n2""]",ps_favored_v10_multi_barrier_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,1,2,pre_switch,5,6,0.0,0.05794379563204665,-0.05794379563204665,"[""stage1_n2__from__root__c02"", ""stage2_n1__from__n0002__c01"", ""stage3_n2__from__n0009__c02"", ""stage4_n1__from__n0033__c01"", ""stage5_n1__from__n0098__c01""]",0.019732598848055498,0.23679118617666597,epsilon_exploit,stage1_n2__from__root__c02,stage1_n2,"[""stage1_n2"", ""stage2_n1"", ""stage3_n2"", ""stage4_n1"", ""stage5_n1""]",ps_favored_v10_exact_best_post_switch,False,True,True,False,False,True,True
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,2,3,pre_switch,5,6,0.0,0.05794379563204665,-0.05794379563204665,"[""stage1_n3__from__root__c03"", ""stage2_n2__from__n0003__c02"", ""stage3_n3__from__n0013__c02"", ""stage4_n2__from__n0044__c01"", ""stage5_n1__from__n0123__c01""]",0.0049331497120138745,0.23679118617666597,epsilon_exploit,stage1_n3__from__root__c03,stage1_n3,"[""stage1_n3"", ""stage2_n2"", ""stage3_n3"", ""stage4_n2"", ""stage5_n1""]",ps_favored_v10_balancing_candidate_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,3,4,pre_switch,5,6,0.0,0.05794379563204665,-0.05794379563204665,"[""stage1_n1__from__root__c01"", ""stage2_n2__from__n0001__c02"", ""stage3_n2__from__n0007__c01"", ""stage4_n1__from__n0025__c01"", ""stage5_n1__from__n0076__c01""]",0.009866299424027749,0.23679118617666597,epsilon_exploit,stage1_n1__from__root__c01,stage1_n1,"[""stage1_n1"", ""stage2_n2"", ""stage3_n2"", ""stage4_n1"", ""stage5_n1""]",ps_favored_v10_avg_baited_corridor_post_switch,False,False,False,False,True,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,4,5,pre_switch,5,6,0.0,0.05794379563204665,-0.05794379563204665,"[""stage1_n4__from__root__c04"", ""stage2_n2__from__n0004__c02"", ""stage3_n4__from__n0016__c03"", ""stage4_n3__from__n0054__c02"", ""stage5_n3__from__n0149__c03""]",0.0007399724568020812,0.23679118617666597,epsilon_exploit,stage1_n4__from__root__c04,stage1_n4,"[""stage1_n4"", ""stage2_n2"", ""stage3_n4"", ""stage4_n3"", ""stage5_n3""]",ps_favored_v10_non_safe_all_shared_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,5,6,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n3__from__root__c03"", ""stage2_n3__from__n0003__c03"", ""stage3_n4__from__n0014__c02"", ""stage4_n2__from__n0048__c01"", ""stage5_n1__from__n0135__c01""]",0.003288766474675916,0.23679118617666597,epsilon_exploit,stage1_n3__from__root__c03,stage1_n3,"[""stage1_n3"", ""stage2_n3"", ""stage3_n4"", ""stage4_n2"", ""stage5_n1""]",ps_favored_v10_balancing_candidate_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,6,7,post_switch,5,6,0.0,0.01,-0.01,"[""stage1_n2__from__root__c02"", ""stage2_n3__from__n0002__c03"", ""stage3_n4__from__n0011__c02"", ""stage4_n5__from__n0039__c04"", ""stage5_n4__from__n0115__c02""]",0.002641862377298366,0.28532113674822357,epsilon_exploit,stage1_n2__from__root__c02,stage1_n2,"[""stage1_n2"", ""stage2_n3"", ""stage3_n4"", ""stage4_n5"", ""stage5_n4""]",ps_favored_v10_one_barrier_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,7,8,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n1__from__root__c01"", ""stage2_n3__from__n0001__c03"", ""stage3_n4__from__n0008__c02"", ""stage4_n2__from__n0030__c01"", ""stage5_n2__from__n0089__c02""]",0.003962793565947549,0.28532113674822357,epsilon_exploit,stage1_n1__from__root__c01,stage1_n1,"[""stage1_n1"", ""stage2_n3"", ""stage3_n4"", ""stage4_n2"", ""stage5_n2""]",ps_favored_v10_decoy_branch_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,8,9,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n3__from__root__c03"", ""stage2_n1__from__n0003__c01"", ""stage3_n2__from__n0012__c02"", ""stage4_n1__from__n0042__c01"", ""stage5_n2__from__n0121__c02""]",0.012200168135449881,0.0986921620764707,epsilon_exploit,stage1_n3__from__root__c03,stage1_n3,"[""stage1_n3"", ""stage2_n1"", ""stage3_n2"", ""stage4_n1"", ""stage5_n2""]",ps_favored_v10_target_bad_post_switch,False,True,False,True,False,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,9,10,post_switch,5,6,0.0,0.01,-0.01,"[""stage1_n1__from__root__c01"", ""stage2_n2__from__n0001__c02"", ""stage3_n4__from__n0007__c03"", ""stage4_n4__from__n0027__c03"", ""stage5_n3__from__n0081__c02""]",0.0010335934848635217,0.13512235648705442,epsilon_exploit,stage1_n1__from__root__c01,stage1_n1,"[""stage1_n1"", ""stage2_n2"", ""stage3_n4"", ""stage4_n4"", ""stage5_n3""]",ps_favored_v10_avg_baited_corridor_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,10,11,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n4__from__root__c04"", ""stage2_n1__from__n0004__c01"", ""stage3_n1__from__n0015__c01"", ""stage4_n1__from__n0050__c01"", ""stage5_n2__from__n0143__c02""]",0.01933458095685407,0.38669161913708133,epsilon_exploit,stage1_n4__from__root__c04,stage1_n4,"[""stage1_n4"", ""stage2_n1"", ""stage3_n1"", ""stage4_n1"", ""stage5_n2""]",ps_favored_v10_target_bad_post_switch,False,True,False,True,False,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,11,12,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n2__from__root__c02"", ""stage2_n1__from__n0002__c01"", ""stage3_n2__from__n0009__c02"", ""stage4_n1__from__n0033__c01"", ""stage5_n2__from__n0098__c02""]",0.040722518076869635,0.4886702169224356,epsilon_exploit,stage1_n2__from__root__c02,stage1_n2,"[""stage1_n2"", ""stage2_n1"", ""stage3_n2"", ""stage4_n1"", ""stage5_n2""]",ps_favored_v10_target_bad_post_switch,False,True,False,True,False,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,12,13,post_switch,5,6,0.0,0.01,-0.01,"[""stage1_n4__from__root__c04"", ""stage2_n2__from__n0004__c02"", ""stage3_n2__from__n0016__c01"", ""stage4_n1__from__n0052__c01"", ""stage5_n2__from__n0145__c02""]",0.009014458323671592,0.2899533149020507,epsilon_exploit,stage1_n4__from__root__c04,stage1_n4,"[""stage1_n4"", ""stage2_n2"", ""stage3_n2"", ""stage4_n1"", ""stage5_n2""]",ps_favored_v10_ordinary_safe_post_switch,False,False,False,False,False,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,13,14,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n1__from__root__c01"", ""stage2_n2__from__n0001__c02"", ""stage3_n3__from__n0007__c02"", ""stage4_n2__from__n0026__c01"", ""stage5_n1__from__n0077__c01""]",0.006734478107116075,0.2201006887306758,epsilon_exploit,stage1_n1__from__root__c01,stage1_n1,"[""stage1_n1"", ""stage2_n2"", ""stage3_n3"", ""stage4_n2"", ""stage5_n1""]",ps_favored_v10_avg_baited_corridor_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,14,15,post_switch,5,6,0.0,0.01,-0.01,"[""stage1_n2__from__root__c02"", ""stage2_n2__from__n0002__c02"", ""stage3_n5__from__n0010__c04"", ""stage4_n2__from__n0037__c01"", ""stage5_n2__from__n0106__c02""]",0.005902138213657413,0.4076805090692466,epsilon_exploit,stage1_n2__from__root__c02,stage1_n2,"[""stage1_n2"", ""stage2_n2"", ""stage3_n5"", ""stage4_n2"", ""stage5_n2""]",ps_favored_v10_one_barrier_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,15,16,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n2__from__n0075__c02""]",0.01524569176966666,0.06735218863893322,epsilon_exploit,stage1_n1__from__root__c01,stage1_n1,"[""stage1_n1"", ""stage2_n1"", ""stage3_n2"", ""stage4_n1"", ""stage5_n2""]",ps_favored_v10_avg_baited_corridor_post_switch,False,True,True,False,False,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,16,17,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n4__from__root__c04"", ""stage2_n4__from__n0004__c04"", ""stage3_n4__from__n0018__c02"", ""stage4_n4__from__n0060__c03"", ""stage5_n3__from__n0170__c02""]",0.0019247984490122715,0.37147103293642086,epsilon_exploit,stage1_n4__from__root__c04,stage1_n4,"[""stage1_n4"", ""stage2_n4"", ""stage3_n4"", ""stage4_n4"", ""stage5_n3""]",ps_favored_v10_trap_basin_post_switch,True,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,17,18,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n5__from__root__c05"", ""stage2_n5__from__n0005__c03"", ""stage3_n5__from__n0022__c03"", ""stage4_n3__from__n0073__c02"", ""stage5_n1__from__n0213__c01""]",0.0023486561501488137,0.2267233686402793,epsilon_exploit,stage1_n5__from__root__c05,stage1_n5,"[""stage1_n5"", ""stage2_n5"", ""stage3_n5"", ""stage4_n3"", ""stage5_n1""]",ps_favored_v10_multi_barrier_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,18,19,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n2__from__root__c02"", ""stage2_n3__from__n0002__c03"", ""stage3_n3__from__n0011__c01"", ""stage4_n3__from__n0038__c02"", ""stage5_n3__from__n0111__c03""]",0.012733997955216696,0.6596850049432128,epsilon_exploit,stage1_n2__from__root__c02,stage1_n2,"[""stage1_n2"", ""stage2_n3"", ""stage3_n3"", ""stage4_n3"", ""stage5_n3""]",ps_favored_v10_decoy_branch_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,dynamic,19,20,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n2__from__root__c02"", ""stage2_n2__from__n0002__c02"", ""stage3_n2__from__n0010__c01"", ""stage4_n1__from__n0034__c01"", ""stage5_n1__from__n0099__c01""]",0.04496981277144015,0.5515977392095434,epsilon_exploit,stage1_n2__from__root__c02,stage1_n2,"[""stage1_n2"", ""stage2_n2"", ""stage3_n2"", ""stage4_n1"", ""stage5_n1""]",ps_favored_v10_decoy_branch_post_switch,False,False,False,False,True,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,0,1,pre_switch,5,6,0.0,0.05794379563204665,-0.05794379563204665,"[""stage1_n4__from__root__c04"", ""stage2_n2__from__n0004__c02"", ""stage3_n3__from__n0016__c02"", ""stage4_n2__from__n0053__c01"", ""stage5_n2__from__n0146__c02""]",0.0025000000000000005,0.2,epsilon_exploit,stage1_n4__from__root__c04,stage1_n4,"[""stage1_n4"", ""stage2_n2"", ""stage3_n3"", ""stage4_n2"", ""stage5_n2""]",ps_favored_v10_non_safe_all_shared_post_switch,False,False,False,False,False,False,False
